TIME(S)",Time_years,cs05rc B13 PRES,cs05rc B13 TEMP,SAT_G",SAT_L
157833244.06,5.0014336977463429,32322568.392000001,141.15669104,0,1
157877792.06,5.0028453386822829,32381273.622000001,140.99075851000001,0,1
157922340.06,5.0042569796182219,32440772.612,140.83608047999999,0,1
158011436.06,5.0070802614901009,32560110.022999998,140.5528994,0,1
158189628.06,5.0127268252338579,32800091.103999998,140.04351087000001,0,1
158367820.06,5.0183733889776159,33043002.833000001,139.57252862000001,0,1
158724204.06,5.0296665164651309,33530123.272,138.7769246,0,1
159080588.06,5.040959643952645,34021030.463,138.19732002000001,0,1
159793356.06,5.0635458989276749,34975377.159999996,138.52868713000001,0,1
160506124.06,5.0861321539027049,35874701.391000003,140.48381907000001,0,1
161218892.06,5.1087184088777349,36689295.056000002,143.68535592000001,0,1
161931660.06,5.1313046638527648,37403961.781000003,147.53622156,0,1
162644428.06,5.1538909188277939,38016559.005999997,151.4958895,0,1
164069964.06,5.1990634287778539,38904752.920999996,158.02887643,0,1
165495500.06,5.2442359387279138,39546897.217,162.88385346000001,0,1
165677400,5.25,39625353.142999999,163.47636478000001,0,1
165721948,5.251411640935939,39948644,157.32275382,0,1
165766496,5.252823281871879,39942646.843000002,155.87790931999999,0,1
165855592,5.255646563743757,39931060.101999998,155.25723406,0,1
166033784,5.261293127487515,39909537.489,154.99272299,0,1
166390168,5.27258625497503,39870871.254000001,154.91777791000001,0,1
166746552,5.283879382462545,39835458.310999997,154.93106990999999,0,1
167459320,5.306465637437574,39773042.744000003,155.00317193999999,0,1
168884856,5.351638147387634,39667249.147,155.12478245,0,1
171735928,5.441983167287753,39492521.351999998,155.25486616000001,0,1
173566800,5.5,39390500.840999998,155.30419807999999,0,1
173566821.75,5.5000006892159101,39106347.045000002,157.05832265999999,0,1
173566843.5,5.5000013784318202,39086014.641999997,158.41968341,0,1
173566887.00999999,5.5000027571805203,39072727.914999999,160.07994284,0,1
173566974.02000001,5.5000055143610416,39063858.691,161.42602095000001,0,1
173567148.03,5.5000110284052024,39059013.971000001,161.81743645,0,1
173567496.06,5.5000220568104039,39056542.754000001,161.44468214,0,1
173568192.12,5.5000441136208078,39054764.931000002,161.06444425999999,0,1
173568888.19,5.5000661707480925,39053549.210000001,160.94855896999999,0,1
173569584.25,5.5000882275584964,39052489.299999997,160.91615960999999,0,1
173570280.31,5.5001102843689003,39051490.306000002,160.90660951999999,0,1
173571672.44,5.5001543983065888,39049567.538999997,160.90305193,0,1
173574456.69,5.5002426258650843,39045796.188000001,160.90547799999999,0,1
173580025.19,5.500419080982077,39038293.751000002,160.91873677000001,0,1
173591162.19,5.5007719912160624,39023297.410999998,160.95356849000001,0,1
173613436.19,5.5014778116840315,38993348.761,161.02959079999999,0,1
173657984.19,5.5028894526199714,38933763.472999997,161.18078603000001,0,1
173747080.19,5.5057127344918495,38815240.556000002,161.46190956999999,0,1
173925272.19,5.5113592982356074,38578632.005000003,161.96458731999999,0,1
174281656.19,5.5226524257231224,38103748.700999998,162.81179008000001,0,1
174459848.19,5.5282989894668795,37869039.846000001,163.19761249999999,0,1
174816232.19,5.5395921169543945,37396016.755000003,163.75636878,0,1
175529000.19,5.5621783719294244,36472364.691,163.50389559000001,0,1
175885384.19,5.5734714994169394,36024920.597000003,162.99938958999999,0,1
176598152.19,5.5960577543919685,35199416.403999999,160.64110696,0,1
177310920.19,5.6186440093669985,34467528.101000004,157.38507023,0,1
178023688.19,5.6412302643420285,33835845.800999999,153.71716384000001,0,1
178736456.19,5.6638165193170584,33301613.241,150.03084243999999,0,1
180161992.19,5.7089890292671175,32540978.037999999,143.93663294000001,0,1
181456200,5.75,32041832.747000001,139.68795903,0,1
181500748,5.751411640935939,32423881.767000001,142.80532514999999,0,1
181545296,5.752823281871879,32426575.688000001,143.46549447999999,0,1
181589844,5.754234922807818,32429067.782000002,143.64030036,0,1
181678940,5.757058204679697,32433793.362,143.68807686,0,1
181857132,5.762704768423454,32442374.894000001,143.62071646999999,0,1
182213516,5.773997895910969,32456973.256000001,143.44110114,0,1
182926284,5.796584150885999,32479762.140999999,143.15296011000001,0,1
184351820,5.8417566608360589,32511961.660999998,142.75506145,0,1
185777356,5.886929170786118,32536416.248,142.44974164999999,0,1
188628428,5.977274190686237,32570115.862,142.00094136999999,0,1
189345600,6,32577887.370000001,141.89574963999999,0,1
189345621.75,6.0000006892159101,32259033.853999998,141.12740873999999,0,1
189345643.5,6.0000013784318202,32235416.868000001,140.570662,0,1
189345687.00999999,6.0000027571805203,32219586.719999999,139.98670981000001,0,1
189345774.02000001,6.0000055143610416,32208829.892999999,139.71072330000001,0,1
189345948.03,6.0000110284052024,32203623.050999999,139.90615278000001,0,1
189346296.06,6.0000220568104039,32202375.000999998,140.26911016,0,1
189346644.09,6.0000330852156063,32202532.059,140.43205165000001,0,1
189346992.12,6.0000441136208078,32202936.590999998,140.49298870000001,0,1
189347688.19,6.0000661707480925,32203864.875,140.51561876,0,1
189349080.31,6.0001102843689003,32205746.138,140.51118855999999,0,1
189351864.56,6.0001985119273966,32209472.954999998,140.49105383,0,1
189357433.06,6.0003749670443884,32216901.478999998,140.45617344999999,0,1
189368570.06,6.0007278772783739,32231785.576000001,140.40004492,0,1
189390844.06,6.0014336977463429,32261647.537,140.30622382999999,0,1
189435392.06,6.0028453386822829,32321776.817000002,140.14229051999999,0,1
189479940.06,6.0042569796182219,32382690.296,139.99117608,0,1
189569036.06,6.0070802614901009,32504802.844999999,139.71815412000001,0,1
189747228.06,6.0127268252338579,32750088.482999999,139.23470535000001,0,1
189925420.06,6.0183733889776159,32998051.838,138.79275337999999,0,1
190281804.06,6.0296665164651309,33494245.909000002,138.06014768,0,1
190638188.06,6.040959643952645,33993261.848999999,137.54491404999999,0,1
190994572.06,6.0522527714401599,34490705.222999997,137.35006288,0,1
191707340.06,6.0748390264151899,35436425.218999997,138.66080721,0,1
192420108.06,6.0974252813902199,36306762.637999997,141.48256805,0,1
193132876.06,6.1200115363652499,37079409.229999997,145.24332147000001,0,1
193845644.06,6.1425977913402798,37746906.879000001,149.32702823,0,1
194558412.06,6.1651840463153089,38313023.600000001,153.27592335,0,1
195983948.06,6.2103565562653689,39127765.409999996,159.45157134999999,0,1
197235000,6.25,39662200.759999998,163.52601035000001,0,1
197257274,6.25070582046797,39988390.839000002,158.54620942,0,1
197279548,6.251411640935939,39985439.178000003,156.82701992,0,1
197301822,6.252117461403909,39982358.969999999,156.12501295999999,0,1
197346370,6.253529102339848,39976362.877999999,155.62324573000001,0,1
197435466,6.256352384211727,39964911.612999998,155.29832077,0,1
197613658,6.261998947955485,39943578.093000002,155.12615216,0,1
197970042,6.273292075442999,39905179.714000002,155.08444850999999,0,1
198326426,6.284585202930514,39869994.728,155.10978549999999,0,1
199039194,6.307171457905544,39808022.888999999,155.19360886999999,0,1
200464730,6.352343967855604,39703311.618000001,155.33035065999999,0,1
203315802,6.442688987755723,39531556.829999998,155.48256434999999,0,1
205124400,6.5,39432843.880999997,155.54368919999999,0,1
205124421.75,6.5000006892159101,39148829.318000004,157.26521192000001,0,1
205124443.5,6.5000013784318202,39128497.832999997,158.60166717000001,0,1
205124487.00999999,6.5000027571805203,39115208.028999999,160.23055890000001,0,1
205124574.02000001,6.5000055143610416,39106334.563000001,161.54601869999999,0,1
205124748.03,6.5000110284052024,39101486.266000003,161.91594638000001,0,1
205125096.06,6.5000220568104039,39099013.417000003,161.53341974,0,1
205125792.12,6.5000441136208078,39097234.862000003,161.15046855,0,1
205126488.19,6.5000661707480925,39096018.228,161.03398453,0,1
205127184.25,6.5000882275584964,39094957.119999997,161.00123588,0,1
205127880.31,6.5001102843689003,39093956.777999997,160.99137741000001,0,1
205129272.44,6.5001543983065888,39092031.155000001,160.98729774,0,1
205132056.69,6.5002426258650843,39088254.053000003,160.98893977,0,1
205137625.19,6.500419080982077,39080740.544,161.00113945000001,0,1
205148762.19,6.5007719912160624,39065723.305,161.03462789,0,1
205171036.19,6.5014778116840315,39035735.597000003,161.10897543999999,0,1
205215584.19,6.5028894526199714,38976078.357000001,161.25806965000001,0,1
205304680.19,6.5057127344918495,38857426.033,161.53655921999999,0,1
205482872.19,6.5113592982356074,38620595.711999997,162.03585748,0,1
205839256.19,6.5226524257231224,38145376.976000004,162.87832585999999,0,1
206017448.19,6.5282989894668795,37910525.809,163.26204190999999,0,1
206373832.19,6.5395921169543945,37437306.707000002,163.81721345,0,1
207086600.19,6.5621783719294244,36513557.195,163.55960243999999,0,1
207442984.19,6.5734714994169394,36066130.181999996,163.05302836999999,0,1
208155752.19,6.5960577543919685,35240860.781000003,160.69237049,0,1
208868520.19,6.6186440093669985,34509349.436999999,157.43550372999999,0,1
209581288.19,6.6412302643420285,33878132.858000003,153.76810136,0,1
210294056.19,6.6638165193170584,33344407.451000001,150.083404,0,1
211719592.19,6.7089890292671175,32584700.070999999,143.99497454999999,0,1
213013800,6.75,32086205.133000001,139.75231292000001,0,1
213058348,6.751411640935939,32468241.785999998,142.96679832999999,0,1
213102896,6.752823281871879,32471054.102000002,143.64885489,0,1
213147444,6.754234922807818,32473664.651999999,143.83064802999999,0,1
213236540,6.757058204679697,32478625.131999999,143.88305609,0,1
213414732,6.762704768423454,32487668.241999999,143.81931703999999,0,1
213771116,6.773997895910969,32503157.951000001,143.64344450999999,0,1
214483884,6.796584150885999,32527612.68,143.36009806999999,0,1
215909420,6.8417566608360589,32562752.388999999,142.96921598,0,1
218760492,6.9321016807361779,32608715.423999999,142.45145389999999,0,1
220903200,7,32635484.881000001,142.13961015999999,0,1
220903243.5,7.0000013784318202,32301061.739999998,140.87119946000001,0,1
220903287.00999999,7.0000027571805203,32279413.436000001,140.19504001999999,0,1
220903374.02000001,7.0000055143610416,32267260.162,139.84610304,0,1
220903548.03,7.0000110284052024,32261618.293000001,140.01544722,0,1
220903896.06,7.0000220568104039,32260267.556000002,140.38395679000001,0,1
220904244.09,7.0000330852156063,32260412.785,140.55345462,0,1
220904592.12,7.0000441136208078,32260816.158,140.61766388000001,0,1
220905288.19,7.0000661707480925,32261742.721000001,140.64191971,0,1
220906680.31,7.0001102843689003,32263618.840999998,140.63768901,0,1
220909464.56,7.0001985119273966,32267334.254000001,140.61716530999999,0,1
220915033.06,7.0003749670443884,32274746.364999998,140.58168850999999,0,1
220926170.06,7.0007278772783739,32289598.890999999,140.52490527,0,1
220948444.06,7.0014336977463429,32319399.561999999,140.43046045,0,1
220992992.06,7.0028453386822829,32379408.101,140.26604293,0,1
221037540.06,7.0042569796182219,32440200.024,140.11471976999999,0,1
221126636.06,7.0070802614901009,32562070.884,139.84157292,0,1
221304828.06,7.0127268252338579,32806872.947000001,139.35810053,0,1
221483020.06,7.0183733889776159,33054344.901999999,138.91619645,0,1
221661212.06,7.0240199527213729,33303254.670000002,138.50779901000001,0,1
222017596.06,7.0353130802088879,33800181.699000001,137.86061389,0,1
222373980.06,7.0466062076964029,34298031.669,137.47844401,0,1
222730364.06,7.0578993351839179,34792212.788000003,137.47185668,0,1
223086748.06,7.0691924626714329,35277566.384000003,137.92503342000001,0,1
223799516.06,7.0917787176464628,36171323.722999997,140.53628141999999,0,1
224512284.06,7.1143649726214919,36968687.431999996,144.25929148,0,1
225225052.06,7.1369512275965219,37659282.531000003,148.41452322999999,0,1
225937820.06,7.1595374825715519,38245501.119000003,152.48471158999999,0,1
226650588.06,7.1821237375465818,38737230.866999999,156.17309693999999,0,1
228076124.06,7.2272962474966409,39441193.740999997,161.62590861000001,0,1
228792600,7.25,39737711.270000003,163.90603462999999,0,1
228814874,7.25070582046797,40063319.288000003,158.91812243000001,0,1
228837148,7.251411640935939,40060376.020000003,157.19602997999999,0,1
228859422,7.252117461403909,40057303.380999997,156.49289535,0,1
228903970,7.253529102339848,40051319.446000002,155.99062570000001,0,1
228993066,7.256352384211727,40039884.508000001,155.66607193999999,0,1
229171258,7.261998947955485,40018564.991999999,155.49546776,0,1
229527642,7.273292075442999,39980161.119999997,155.45688321,0,1
229884026,7.284585202930514,39944957.402000003,155.48502310000001,0,1
230596794,7.307171457905544,39882962.295000002,155.57353922999999,0,1
232022330,7.352343967855604,39778398.490999997,155.71770801,0,1
234873402,7.442688987755723,39607698.501999997,155.88071737000001,0,1
236682000,7.5,39509910.452,155.94747674000001,0,1
236682021.75,7.5000006892159101,39226408.980999999,157.66673517999999,0,1
236682043.5,7.5000013784318202,39206112.980999999,159.00172162999999,0,1
236682087.00999999,7.5000027571805203,39192843.585000001,160.62812758999999,0,1
236682174.02000001,7.5000055143610416,39183981.020999998,161.93742032,0,1
236682348.03,7.5000110284052024,39179133.717,162.29582561999999,0,1
236682696.06,7.5000220568104039,39176655.778999999,161.90192167000001,0,1
236683392.12,7.5000441136208078,39174868.254000001,161.5135196,0,1
236684088.19,7.5000661707480925,39173642.964000002,161.39585172,0,1
236684784.25,7.5000882275584964,39172573.090000004,161.36279540000001,0,1
236685480.31,7.5001102843689003,39171563.876000002,161.35278801000001,0,1
236686872.44,7.5001543983065888,39169620.318999998,161.34846820999999,0,1
236689656.69,7.5002426258650843,39165807.208999999,161.34968233999999,0,1
236695225.19,7.500419080982077,39158221.713,161.36117209,0,1
236706362.19,7.5007719912160624,39143061.256999999,161.39348464,0,1
236728636.19,7.5014778116840315,39112790.015000001,161.46576134,0,1
236773184.19,7.5028894526199714,39052576.020999998,161.61103378999999,0,1
236862280.19,7.5057127344918495,38932844.868000001,161.88242466,0,1
237040472.19,7.5113592982356074,38693971.810999997,162.36845568000001,0,1
237396856.19,7.5226524257231224,38215059.450999998,163.18602245,0,1
237575048.19,7.5282989894668795,37978459.336000003,163.55760778000001,0,1
237931432.19,7.5395921169543945,37502085.357000001,164.08990359000001,0,1
238644200.19,7.5621783719294244,36573224.234999999,163.79283464,0,1
239000584.19,7.5734714994169394,36123538.626000002,163.26816994999999,0,1
239713352.19,7.5960577543919685,35294705.305,160.87736174,0,1
240426120.19,7.6186440093669985,34560450.427000001,157.59575029999999,0,1
241138888.19,7.6412302643420285,33927159.533,153.90839109999999,0,1
242564424.19,7.6864027742920884,33009844.414000001,147.15132635000001,0,1
243989960.19,7.7315752842421475,32362159.868000001,141.81952583,0,1
244571400,7.75,32137286.931000002,139.90441258000001,0,1
244593674,7.75070582046797,32517545.228999998,142.63184336,0,1
244615948,7.751411640935939,32519248.682999998,143.52456935000001,0,1
244638222,7.752117461403909,32520663.146000002,143.86175365,0,1
244682770,7.753529102339848,32523415.403999999,144.06244211000001,0,1
244771866,7.756352384211727,32528651.403000001,144.13276137,0,1
244950058,7.761998947955485,32538214.627,144.07776991,0,1
245306442,7.773292075442999,32554652.491999999,143.9043092,0,1
246019210,7.795878330418029,32580765.826000001,143.62137332,0,1
247444746,7.841050840368089,32618664.449000001,143.23210035,0,1
250295818,7.931395860268208,32668890.934999999,142.71920094999999,0,1
252460800,8,32698614.969999999,142.40858563,0,1
252460821.75,8.0000006892159092,32380289.243999999,141.56127398999999,0,1
252460843.5,8.0000013784318202,32356716.199999999,140.94871825999999,0,1
252460887.00999999,8.0000027571805212,32340924.028000001,140.30697992,0,1
252460974.02000001,8.0000055143610425,32330210.585000001,139.99760929999999,0,1
252461148.03,8.0000110284052024,32325047.363000002,140.19636832,0,1
252461496.06,8.0000220568104048,32323829.638,140.58086506000001,0,1
252461844.09,8.0000330852156054,32323996.171,140.75554747000001,0,1
252462192.12,8.0000441136208078,32324402.155999999,140.82157096,0,1
252462888.19,8.0000661707480916,32325325.537999999,140.84650988000001,0,1
252464280.31,8.0001102843688994,32327192.546999998,140.84213459,0,1
252467064.56,8.0001985119273957,32330892.142000001,140.82105576999999,0,1
252472633.06,8.0003749670443884,32338269.375999998,140.78480537999999,0,1
252483770.06,8.0007278772783739,32353054.383000001,140.72703695999999,0,1
252506044.06,8.0014336977463429,32382722.614,140.63131952000001,0,1
252528318.06,8.0021395182143138,32412717.848000001,140.54423896,0,1
252572866.06,8.0035511591502519,32472873.848999999,140.38618525000001,0,1
252617414.06,8.0049628000861919,32533621.263,140.23876991,0,1
252706510.06,8.00778608195807,32655265.897,139.9699732,0,1
252884702.06,8.0134326457018279,32899382.842,139.49029284,0,1
253062894.06,8.0190792094455858,33146022.875999998,139.0502912,0,1
253419278.06,8.0303723369330999,33639565.145999998,138.32176376999999,0,1
253775662.06,8.0416654644206158,34135802.280000001,137.81459337000001,0,1
254132046.06,8.0529585919081299,34630313.104999997,137.63323502,0,1
254488430.06,8.064251719395644,35118273.864,137.87481539999999,0,1
255201198.06,8.086837974370674,36025538.314999998,140.09484924,0,1
255913966.06,8.1094242293457039,36842149.200999998,143.56431122999999,0,1
256270350.06,8.1207173568332198,37226226.884000003,145.53020767999999,0,1
256983118.06,8.1433036118082498,37883993.733999997,149.70949300000001,0,1
257695886.06,8.1658898667832798,38439642.317000002,153.69002032,0,1
259121422.06,8.2110623767333379,39236103.858999997,159.81492656,0,1
260350200,8.25,39750566.597000003,163.76782334999999,0,1
260372474,8.2507058204679691,40076396.053999998,158.90002423999999,0,1
260394748,8.2514116409359399,40073463.501000002,157.21994161000001,0,1
260417022,8.252117461403909,40070401.281999998,156.53440311,0,1
260461570,8.2535291023398489,40064437.652999997,156.04551408,0,1
260550666,8.256352384211727,40053042.283,155.73109640999999,0,1
260728858,8.261998947955485,40031802.163999997,155.56854145,0,1
261085242,8.273292075442999,39993564.604000002,155.53696986,0,1
261441626,8.2845852029305149,39958535.071000002,155.56929345,0,1
262154394,8.3071714579055449,39896920.18,155.66276472000001,0,1
263579930,8.3523439678556031,39793245.101999998,155.81332624999999,0,1
266431002,8.442688987755723,39624760.535999998,155.98632347,0,1
268239600,8.5,39528521.818999998,156.05899260999999,0,1
268239621.75,8.5000006892159092,39244927.012999997,157.72979695999999,0,1
268239643.5,8.5000013784318202,39224615.740000002,159.02733748,0,1
268239687.00999999,8.5000027571805212,39211335.306999996,160.60754426,0,1
268239774.02000001,8.5000055143610425,39202468.542000003,161.87775429999999,0,1
268239948.03,8.5000110284052024,39197626.792000003,162.22123970999999,0,1
268240296.06,8.5000220568104048,39195159.105999999,161.83268326000001,0,1
268240992.12,8.5000441136208078,39193379.553000003,161.45148361,0,1
268241688.19,8.5000661707480916,39192158.088,161.3359548,0,1
268242384.25,8.5000882275584964,39191090.943999998,161.30340507,0,1
268243080.31,8.5001102843688994,39190084.167000003,161.29347917999999,0,1
268244472.44,8.5001543983065879,39188145.314999998,161.28909124,0,1
268247256.69,8.5002426258650843,39184341.435000002,161.29012779999999,0,1
268252825.19,8.500419080982077,39176774.292000003,161.30133214,0,1
268263962.19,8.5007719912160624,39161650.498000003,161.33324371,0,1
268286236.19,8.5014778116840315,39131452.864,161.40504343999999,0,1
268330784.19,8.5028894526199714,39071386.648999996,161.54992206,0,1
268419880.19,8.5057127344918495,38951951.079000004,161.82141024000001,0,1
268598072.19,8.5113592982356074,38713664.119000003,162.30895692999999,0,1
268954456.19,8.5226524257231215,38235889.484999999,163.1313366,0,1
269132648.19,8.5282989894668795,37999843.471000001,163.50557972999999,0,1
269489032.19,8.5395921169543936,37524535.983000003,164.04361111,0,1
270201800.19,8.5621783719294235,36597617.083999999,163.75811203999999,0,1
270558184.19,8.5734714994169394,36148841.377999999,163.23911014999999,0,1
271270952.19,8.5960577543919694,35321641.372000001,160.85883168999999,0,1
272696488.19,8.6412302643420293,34040559.832999997,154.05366595000001,0,1
274122024.19,8.6864027742920875,33106805.965,147.51806210000001,0,1
275547560.19,8.7315752842421475,32442478.175999999,142.20462087999999,0,1
276129000,8.75,32211261.511,140.27446101999999,0,1
276173548,8.7514116409359399,32592319.346000001,143.51498333000001,0,1
276218096,8.7528232818718781,32595319.271000002,144.20205071999999,0,1
276262644,8.754234922807818,32598116.877,144.38531526,0,1
276351740,8.7570582046796961,32603444.351,144.43927332999999,0,1
276529932,8.762704768423454,32613197.028000001,144.37838033,0,1
276886316,8.7739978959109699,32630028.559999999,144.20795680000001,0,1
277599084,8.7965841508859981,32656940.545000002,143.93364686000001,0,1
279024620,8.841756660836058,32696359.151999999,143.55630959999999,0,1
281875692,8.9321016807361779,32749178.280000001,143.05735249,0,1
284018400,9,32780362.030999999,142.75690735000001,0,1
284018443.5,9.0000013784318202,32447028.791999999,141.45342115,0,1
284018487.00999999,9.0000027571805212,32425464.605,140.76051428,0,1
284018574.01999998,9.0000055143610407,32413367.747000001,140.40247549,0,1
284018748.02999997,9.0000110284052006,32407760.546,140.57214343000001,0,1
284019096.06,9.0000220568104048,32406421.441,140.94583320000001,0,1
284019444.08999997,9.0000330852156054,32406565.375,141.11835998000001,0,1
284019792.12,9.0000441136208078,32406963.870999999,141.18390008,0,1
284020488.19,9.0000661707480916,32407877.952,141.20860300000001,0,1
284021880.31,9.0001102843688994,32409727.745000001,141.20399678000001,0,1
284024664.56,9.0001985119273957,32413393.98,141.18265287,0,1
284030233.06,9.0003749670443884,32420704.396000002,141.14608559999999,0,1
284041370.06,9.0007278772783739,32435356.765000001,141.08787648000001,0,1
284063644.06,9.0014336977463429,32464761.135000002,140.99142671000001,0,1
284085918.06,9.0021395182143138,32494492.822999999,140.90364640999999,0,1
284130466.06,9.0035511591502519,32554126.533,140.74420147000001,0,1
284175014.06,9.0049628000861919,32614354.528000001,140.59537739000001,0,1
284264110.06,9.00778608195807,32734978.620000001,140.32364312000001,0,1
284353206.06,9.0106093638299498,32856664.820999999,140.06961627000001,0,1
284531398.06,9.016255927573706,33100089.374000002,139.60577136000001,0,1
284709590.06,9.0219024913174639,33345471.771000002,139.17579437000001,0,1
284887782.06,9.0275490550612218,33592083.843999997,138.77704980999999,0,1
285244166.06,9.0388421825487359,34084376.152999997,138.16691302000001,0,1
285600550.06,9.0501353100362518,34576828.557999998,137.85467602,0,1
285956934.06,9.0614284375237659,35064559.468000002,137.95155396999999,0,1
286669702.06,9.0840146924987959,35976885.794,139.93353169,0,1
287026086.06,9.09530781998631,36416099.120999999,141.34847687999999,0,1
287738854.06,9.11789407496134,37190787.700999998,145.18164666000001,0,1
289164390.06,9.1630665849113999,38340709.410999998,152.89902397,0,1
290589926.06,9.2082390948614599,39174547.129000001,159.13244318,0,1
291907800,9.25,39742349.342,163.45822129000001,0,1
291930074,9.2507058204679691,40068670.851000004,158.75127055999999,0,1
291952348,9.2514116409359399,40065751.314999998,157.1273315,0,1
291974622,9.252117461403909,40062701.952,156.46520176000001,0,1
292019170,9.2535291023398489,40056764.137999997,155.99385563999999,0,1
292108266,9.256352384211727,40045421.111000001,155.6922371,0,1
292286458,9.261998947955485,40024290.588,155.53904854000001,0,1
292642842,9.273292075442999,39986288.498999998,155.51457754,0,1
292999226,9.2845852029305149,39951505.141000003,155.55059947000001,0,1
293711994,9.3071714579055449,39890407.125,155.64774714000001,0,1
295137530,9.3523439678556031,39787833.759000003,155.80249556999999,0,1
297988602,9.442688987755723,39621791.243000001,155.98279199000001,0,1
299797200,9.5,39527182.445,156.06024171999999,0,1
299797221.75,9.5000006892159092,39243288.248000003,157.66966582000001,0,1
299797243.5,9.5000013784318202,39222945.126999997,158.91969972000001,0,1
299797287.00999999,9.5000027571805212,39209643.574000001,160.44165616999999,0,1
299797374.01999998,9.5000055143610407,39200767.902000003,161.66430811000001,0,1
299797548.02999997,9.5000110284052006,39195933.335000001,161.99331082,0,1
299797896.06,9.5000220568104048,39193480.936999999,161.61613869999999,0,1
299798592.12,9.5000441136208078,39191714.898000002,161.24638564,0,1
299799288.19,9.5000661707480916,39190501.372000001,161.13411041000001,0,1
299799984.25,9.5000882275584964,39189440.766999997,161.10235813,0,1
299800680.31,9.5001102843688994,39188440.18,161.09261197000001,0,1
299802072.44,9.5001543983065879,39186513.549999997,161.08824903999999,0,1
299804856.69,9.5002426258650843,39182733.931000002,161.08924137,0,1
299810425.19,9.500419080982077,39175215.082000002,161.10036156000001,0,1
299821562.19,9.5007719912160624,39160187.505999997,161.13219036000001,0,1
299843836.19,9.5014778116840315,39130181.607000001,161.20408508,0,1
299888384.19,9.5028894526199714,39070496.011,161.34969864000001,0,1
299977480.19,9.5057127344918495,38951810.355999999,161.62355646,0,1
300155672.19,9.5113592982356074,38714979.723999999,162.11723835999999,0,1
300512056.19,9.5226524257231215,38239945.892999999,162.95384598000001,0,1
300690248.19,9.5282989894668795,38005218.471000001,163.33547336000001,0,1
301046632.19,9.5395921169543936,37532379.667999998,163.88851427,0,1
301759400.19,9.5621783719294235,36609740.792000003,163.63137318,0,1
302115784.19,9.5734714994169394,36162922.713,163.12588665000001,0,1
302828552.19,9.5960577543919694,35339065.975000001,160.76961492999999,0,1
304254088.19,9.6412302643420293,34062864.950999998,154.00157317,0,1
305679624.19,9.6864027742920875,33132600.967,147.49436065,0,1
307105160.19,9.7315752842421475,32470751.600000001,142.20249092,0,1
307686600,9.75,32240396.057,140.28010488999999,0,1
307722939.99000001,9.7511515447942809,32620950.664999999,143.43349495000001,0,1
307759279.98000002,9.7523030895885618,32623535.329,144.19955081000001,0,1
307795619.95999998,9.753454634065962,32625909.276000001,144.43013658000001,0,1
307868299.94,9.7557577236545239,32630471.436000001,144.52693944000001,0,1
308013659.88999999,9.7603639025147668,32638950.697999999,144.50438172,0,1
308304379.80000001,9.7695762605521335,32653914.043000001,144.36892155000001,0,1
308885819.61000001,9.788000976309986,32678541.272999998,144.12739689,0,1
310048699.24000001,9.8248504081425718,32715876.181000002,143.78523870000001,0,1
311211578.86000001,9.8616998396582769,32745835.188000001,143.52275968999999,0,1
313537338.11000001,9.935398703006566,32789840.557,143.14004256000001,0,1
315576000,10,32820927.963,142.86546935000001,0,1
