TIME(S)",Time_years,cs05rc B13 PRES,cs05rc B13 TEMP,SAT_G",SAT_L
94673844.093999997,3.0000330853423578,31987957.699999999,140.29821064000001,0,1
94674192.125,3.0000441137792482,31988338.465999998,140.33452442999999,0,1
94674888.187999994,3.000066170684716,31989259.111000001,140.34607534,0,1
94676280.312000006,3.0001102844322762,31991144.219000001,140.34041597999999,0,1
94679064.562000006,3.0001985119907726,31994878.761999998,140.32316155000001,0,1
94684633.062000006,3.0003749671077649,32002315.715,140.29292530000001,0,1
94695770.062000006,3.0007278773417498,32017205.210000001,140.24254389999999,0,1
94706907.062000006,3.0010807875757348,32032210.138999999,140.19702305000001,0,1
94729181.062000006,3.0017866080437043,32062219.780000001,140.11342317,0,1
94773729.062000006,3.0031982489796438,32122513.230999999,139.95907464000001,0,1
94862825.062000006,3.0060215308515223,32243902.642999999,139.67859057999999,0,1
95041017.062000006,3.0116680945952798,32488485.359000001,139.17802599000001,0,1
95397401.062000006,3.0229612220827948,32981654.201000001,138.32873247000001,0,1
95753785.062000006,3.0342543495703098,33480689.179000001,137.65734965999999,0,1
96466553.062000006,3.0568406045453393,34458395.490000002,137.62458763999999,0,1
97179321.062000006,3.0794268595203693,35390220.435000002,139.18120881999999,0,1
97892089.062000006,3.1020131144953993,36243849.704000004,142.09705836000001,0,1
98604857.062000006,3.1245993694704288,37000197.675999999,145.83352905000001,0,1
99317625.062000006,3.1471856244454588,37653545.239,149.82904635,0,1
100030393.06,3.1697718793571124,38208243.255000003,153.66968227000001,0,1
101455929.06,3.2149443893071719,39009025.185000002,159.67111804999999,0,1
102562200,3.25,39488571.427000001,163.29208496000001,0,1
102606748,3.2514116409359395,39812013.737999998,156.661351,0,1
102651296,3.2528232818718785,39805876.902000003,155.10158346,0,1
102740392,3.2556465637437575,39794019.563000001,154.42546806999999,0,1
102918584,3.261293127487515,39771969.82,154.12694672000001,0,1
103096776,3.2669396912312725,39751212.516000003,154.03640521,0,1
103453160,3.278232818718787,39713326.932999998,154.0129105,0,1
103809544,3.289525946206302,39678225.024999999,154.03014425999999,0,1
104522312,3.312112201181332,39615354.739,154.08793439999999,0,1
105947848,3.3572847111313915,39506433.056000002,154.18072382,0,1
108798920,3.4476297310315105,39321634.361000001,154.26862589999999,0,1
110451600,3.5,39222344.365000002,154.29473966,0,1
110451621.75,3.5000006892159101,38937605.097000003,156.19343663999999,0,1
110451643.5,3.5000013784318198,38917262.267999999,157.66759490000001,0,1
110451687.01000001,3.5000027571805208,38903978.251000002,159.47131633999999,0,1
110451774.02,3.5000055143610411,38895107.039999999,160.95011674,0,1
110451948.03,3.500011028405202,38890246.353,161.41230782,0,1
110452296.06,3.5000220568104039,38887752.982000001,161.04621822999999,0,1
110452992.12,3.5000441136208078,38885964.722999997,160.65420097000001,0,1
110453688.19,3.5000661707480925,38884750.810000002,160.53393066999999,0,1
110454384.25,3.5000882275584964,38883696.490000002,160.50060361999999,0,1
110455080.31,3.5001102843689003,38882704.261,160.49116407,0,1
110456472.44,3.5001543983065884,38880796.126999997,160.48840614,0,1
110459256.69,3.5002426258650847,38877054.774999999,160.49234433999999,0,1
110464825.19,3.500419080982077,38869612.384999998,160.50793393999999,0,1
110475962.19,3.500771991216062,38854734.381999999,160.54616511,0,1
110498236.19,3.5014778116840315,38825015.960000001,160.62712257999999,0,1
110542784.19,3.502889452619971,38765871.590999998,160.78549828999999,0,1
110631880.19,3.5057127344918499,38648175.306999996,161.07687852000001,0,1
110810072.19,3.511359298235607,38413068.347999997,161.59391869000001,0,1
111166456.19,3.522652425723122,37940767.119999997,162.46094909999999,0,1
111344648.19,3.5282989894668795,37707251.490000002,162.85526229000001,0,1
111701032.19,3.5395921169543945,37236326.637999997,163.42727156999999,0,1
112413800.19,3.5621783719294244,36316027.884000003,163.19204176,0,1
112770184.19,3.573471499416939,35870071.784999996,162.69439460000001,0,1
113482952.19,3.596057754391969,35046976.097999997,160.34586067000001,0,1
114908488.19,3.6412302643420285,33770147.329999998,153.57551888,0,1
117759560.19,3.7315752842421475,32320849.862,142.85564970999999,0,1
118341000,3.75,32069127.577,140.85316365,0,1
118363274,3.7507058204679695,32446857.993000001,142.75862008999999,0,1
118385548,3.7514116409359395,32448268.824999999,143.37437438000001,0,1
118407822,3.752117461403909,32449391.282000002,143.60141988000001,0,1
118452370,3.7535291023398485,32451556.609999999,143.72560228,0,1
118541466,3.756352384211727,32455618.403999999,143.74654412999999,0,1
118719658,3.7619989479554845,32462844.916999999,143.66156000999999,0,1
119076042,3.7732920754429995,32474702.373,143.46929843000001,0,1
119788810,3.7958783304180295,32492147.822999999,143.17188625,0,1
121214346,3.841050840368089,32514647.497000001,142.76437931999999,0,1
124065418,3.931395860268208,32539853.030000001,142.21386953000001,0,1
126230400,4,32553131.254000001,141.87196716,0,1
126230443.5,4.0000013784318202,32220210.800999999,141.11654793,0,1
126230487.01000001,4.0000027571805212,32198669.868999999,140.73261676000001,0,1
126230574.02,4.0000055143610416,32186510.453000002,140.58217768,0,1
126230748.03,4.0000110284052024,32180757.859999999,140.76097849999999,0,1
126231096.06,4.0000220568104039,32179272.331999999,141.02849909,0,1
126231444.09,4.0000330852156063,32179355.024999999,141.14056479000001,0,1
126231792.12,4.0000441136208078,32179729.250999998,141.18018204000001,0,1
126232488.19,4.0000661707480925,32180630.037,141.19294389000001,0,1
126233880.31,4.0001102843689003,32182473.835999999,141.18680318,0,1
126236664.56,4.0001985119273966,32186127.41,141.16819237000001,0,1
126242233.06,4.0003749670443884,32193404.927000001,141.13600235000001,0,1
126253370.06,4.0007278772783739,32207980.243000001,141.08294882000001,0,1
126264507.06,4.0010807875123584,32222672.441,141.03529325,0,1
126275644.06,4.0014336977463429,32237432.811000001,140.99044562,0,1
126297918.06,4.0021395182143129,32266949.673,140.90602440999999,0,1
126342466.06,4.0035511591502519,32326191.594999999,140.74872685,0,1
126431562.06,4.0063744410221309,32445370.456,140.46158216000001,0,1
126520658.06,4.0091977228940099,32566015.572000001,140.19292279000001,0,1
126698850.06,4.0148442866377669,32807796.289000001,139.70017516999999,0,1
127055234.06,4.0261374141252819,33294154.853,138.85541875000001,0,1
127768002.06,4.0487236691003119,34262040.616999999,138.23926293,0,1
128480770.06,4.0713099240753419,35200390.126000002,139.13114883,0,1
129193538.06,4.0938961790503718,36073218.917999998,141.49619792999999,0,1
129906306.06,4.1164824340254009,36856344.005999997,144.89724901,0,1
130619074.06,4.1390686890004309,37539086.636,148.76731895,0,1
131331842.06,4.1616549439754609,38122198.090999998,152.63186202,0,1
132757378.06,4.2068274539255208,38966669.968999997,158.87155684000001,0,1
134119800,4.25,39558150.494000003,163.32377611999999,0,1
134142074,4.25070582046797,39884638.651000001,158.15605206000001,0,1
134164348,4.251411640935939,39881666.783,156.37082319999999,0,1
134186622,4.252117461403909,39878567.391999997,155.64078362999999,0,1
134231170,4.253529102339848,39872535.306000002,155.11679071,0,1
134320266,4.256352384211727,39861016.167999998,154.77322785999999,0,1
134498458,4.261998947955485,39839547.713,154.58319718000001,0,1
134676650,4.267645511699242,39819320.817000002,154.52371891999999,0,1
135033034,4.278938639186757,39782412.103,154.51952503999999,0,1
135389418,4.290231766674272,39748246.324000001,154.54605902,0,1
136102186,4.3128180216493019,39687214.813000001,154.613416,0,1
137527722,4.357990531599361,39582077.946000002,154.7176379,0,1
140378794,4.44833555149948,39405286.501000002,154.82174957000001,0,1
142009200,4.5,39311919.159000002,154.85592599,0,1
142009221.75,4.5000006892159101,39027432.593999997,156.65759206999999,0,1
142009243.5,4.5000013784318202,39007088.806000002,158.05650965999999,0,1
142009287.00999999,4.5000027571805203,38993799.491999999,159.76605541999999,0,1
142009374.02000001,4.5000055143610416,38984928.656000003,161.16085856000001,0,1
142009548.03,4.5000110284052024,38980079.855999999,161.58242963999999,0,1
142009896.06,4.5000220568104039,38977603.43,161.21706416999999,0,1
142010592.12,4.5000441136208078,38975824.777000003,160.83517807999999,0,1
142011288.19,4.5000661707480925,38974611.963,160.71838235999999,0,1
142011984.25,4.5000882275584964,38973556.200000003,160.68586375999999,0,1
142012680.31,4.5001102843689003,38972561.761,160.67645970000001,0,1
142014072.44,4.5001543983065888,38970648.520000003,160.67332604999999,0,1
142016856.69,4.5002426258650843,38966896.461000003,160.67649101999999,0,1
142022425.19,4.500419080982077,38959432.494999997,160.69085355000001,0,1
142033562.19,4.5007719912160624,38944512.103,160.72726053,0,1
142055836.19,4.5014778116840315,38914712.142999999,160.80555766000001,0,1
142100384.19,4.5028894526199714,38855414.827,160.96011394000001,0,1
142189480.19,4.5057127344918495,38737441.038000003,161.24621096000001,0,1
142367672.19,4.5113592982356074,38501854.526000001,161.75635292999999,0,1
142724056.19,4.5226524257231224,38028785.910999998,162.61532675000001,0,1
142902248.19,4.5282989894668795,37794927.759000003,163.00657519999999,0,1
143258632.19,4.5395921169543945,37323424.083999999,163.57498135,0,1
143971400.19,4.5621783719294244,36402200.579999998,163.33809658999999,0,1
144327784.19,4.5734714994169394,35955822.637000002,162.84053829999999,0,1
145040552.19,4.5960577543919685,35131985.936999999,160.49349598000001,0,1
145753320.19,4.6186440093669985,34401370.655000001,157.24651832000001,0,1
147178856.19,4.6638165193170584,33311527.375,150.21756687000001,0,1
149898600,4.75,32132571.750999998,140.87091520999999,0,1
149943148,4.751411640935939,32511738.907000002,143.40131443000001,0,1
149987696,4.752823281871879,32514264.385000002,143.92758599999999,0,1
150032244,4.754234922807818,32516586.333999999,144.05990976000001,0,1
150121340,4.757058204679697,32520962.809999999,144.08229152999999,0,1
150299532,4.762704768423454,32528823.506000001,144.00146075000001,0,1
150655916,4.773997895910969,32541942.776999999,143.81689546000001,0,1
151368684,4.796584150885999,32561802.401999999,143.52959161000001,0,1
152794220,4.8417566608360589,32588591.688999999,143.13449524000001,0,1
155645292,4.9321016807361779,32620678.545000002,142.60132016,0,1
157788000,5,32638291.243000001,142.27401664999999,0,1
157788043.5,5.0000013784318202,32305592.960999999,141.37340538000001,0,1
157788087.00999999,5.0000027571805203,32284070.392000001,140.90817010999999,0,1
157788174.02000001,5.0000055143610416,32271942.116,140.7034827,0,1
157788348.03,5.0000110284052024,32266234.600000001,140.87977321,0,1
157788696.06,5.0000220568104039,32264787.52,141.1744587,0,1
157789044.09,5.0000330852156063,32264884.260000002,141.30193094000001,0,1
157789392.12,5.0000441136208078,32265262.601,141.34810673999999,0,1
157790088.19,5.0000661707480925,32266162.414000001,141.36380890999999,0,1
157791480.31,5.0001102843689003,32267999.333000001,141.35790618999999,0,1
157794264.56,5.0001985119273966,32271639.967,141.33838451,0,1
157799833.06,5.0003749670443884,32278892.291000001,141.30478163999999,0,1
157810970.06,5.0007278772783739,32293420.780999999,141.24996849999999,0,1
