flux,point_id,x,y,z
0,0,0,0,0
0,1,0,-100,0
0,2,0,-200,0
0,3,0,-300,0
0,4,0,-400,0
0,5,0,-500,0
0,6,0,-600,0
0,7,0,-700,0
0,8,0,-800,0
0,9,0,-900,0
-0.32938470248975,10,0,-1000,0
-0.54406404946089,11,0,-1100,0
-0.55333589107606,12,0,-1200,0
-0.56829091937646,13,0,-1300,0
-5.1924704738889,14,0,-1400,0
-5.2262940280942,15,0,-1500,0
-5.307545501727,16,0,-1600,0
-0.60018105190737,17,0,-1700,0
-0.6049537374542,18,0,-1800,0
-0.61518592345732,19,0,-1900,0
-0.31351669439437,20,0,-2000,0
