flux,point_id,x,y,z
0,0,0,0,0
0,1,0,-100,0
0,2,0,-200,0
0,3,0,-300,0
0,4,0,-400,0
0,5,0,-500,0
0,6,0,-600,0
0,7,0,-700,0
0,8,0,-800,0
0,9,0,-900,0
-0.32635955598649,10,0,-1000,0
-0.5390802137949,11,0,-1100,0
-0.54830309942226,12,0,-1200,0
-0.56298630655794,13,0,-1300,0
-5.1487993012672,14,0,-1400,0
-5.1804639542108,15,0,-1500,0
-5.2626803433173,16,0,-1600,0
-0.59477913989743,17,0,-1700,0
-0.59951256193258,18,0,-1800,0
-0.60972767637119,19,0,-1900,0
-0.31069885748706,20,0,-2000,0
