# water properties created by TabulatedFluidProperties on Thu Aug 26 21:41:42 2021

pressure, temperature, density, viscosity, enthalpy, internal_energy
100000, 406.313, 0.538657, 1.35258e-05, 2.74305e+06, 2.5574e+06
100000, 409.596, 0.53414, 1.36553e-05, 2.74961e+06, 2.56239e+06
100000, 412.879, 0.529706, 1.3785e-05, 2.75616e+06, 2.56737e+06
100000, 416.162, 0.525351, 1.3915e-05, 2.7627e+06, 2.57235e+06
100000, 419.444, 0.521074, 1.40452e-05, 2.76923e+06, 2.57732e+06
100000, 422.727, 0.516871, 1.41756e-05, 2.77575e+06, 2.58228e+06
100000, 426.01, 0.512741, 1.43063e-05, 2.78227e+06, 2.58724e+06
100000, 429.293, 0.50868, 1.44371e-05, 2.78878e+06, 2.59219e+06
100000, 432.576, 0.504688, 1.45682e-05, 2.79528e+06, 2.59714e+06
100000, 435.859, 0.500763, 1.46995e-05, 2.80178e+06, 2.60209e+06
100000, 439.141, 0.496902, 1.4831e-05, 2.80828e+06, 2.60703e+06
100000, 442.424, 0.493103, 1.49627e-05, 2.81477e+06, 2.61198e+06
100000, 445.707, 0.489365, 1.50946e-05, 2.82126e+06, 2.61692e+06
100000, 448.99, 0.485687, 1.52267e-05, 2.82775e+06, 2.62186e+06
100000, 452.273, 0.482066, 1.5359e-05, 2.83424e+06, 2.6268e+06
100000, 455.556, 0.478502, 1.54914e-05, 2.84072e+06, 2.63174e+06
100000, 458.838, 0.474993, 1.5624e-05, 2.84721e+06, 2.63668e+06
100000, 462.121, 0.471537, 1.57568e-05, 2.85369e+06, 2.64162e+06
100000, 465.404, 0.468133, 1.58897e-05, 2.86017e+06, 2.64656e+06
100000, 468.687, 0.46478, 1.60228e-05, 2.86666e+06, 2.6515e+06
100000, 471.97, 0.461476, 1.6156e-05, 2.87314e+06, 2.65645e+06
100000, 475.253, 0.458221, 1.62894e-05, 2.87963e+06, 2.66139e+06
100000, 478.535, 0.455013, 1.64229e-05, 2.88612e+06, 2.66634e+06
100000, 481.818, 0.451852, 1.65566e-05, 2.89261e+06, 2.67129e+06
100000, 485.101, 0.448735, 1.66904e-05, 2.8991e+06, 2.67625e+06
100000, 488.384, 0.445663, 1.68243e-05, 2.90559e+06, 2.6812e+06
100000, 491.667, 0.442634, 1.69583e-05, 2.91208e+06, 2.68616e+06
100000, 494.949, 0.439646, 1.70925e-05, 2.91858e+06, 2.69113e+06
100000, 498.232, 0.4367, 1.72267e-05, 2.92508e+06, 2.69609e+06
100000, 501.515, 0.433795, 1.73611e-05, 2.93159e+06, 2.70106e+06
100000, 504.798, 0.430929, 1.74956e-05, 2.93809e+06, 2.70604e+06
100000, 508.081, 0.428101, 1.76302e-05, 2.9446e+06, 2.71102e+06
100000, 511.364, 0.425311, 1.77648e-05, 2.95112e+06, 2.716e+06
100000, 514.646, 0.422558, 1.78996e-05, 2.95764e+06, 2.72098e+06
100000, 517.929, 0.419842, 1.80345e-05, 2.96416e+06, 2.72597e+06
100000, 521.212, 0.417161, 1.81694e-05, 2.97068e+06, 2.73097e+06
100000, 524.495, 0.414515, 1.83044e-05, 2.97721e+06, 2.73597e+06
100000, 527.778, 0.411902, 1.84395e-05, 2.98375e+06, 2.74097e+06
100000, 531.061, 0.409323, 1.85747e-05, 2.99028e+06, 2.74598e+06
100000, 534.343, 0.406777, 1.87099e-05, 2.99683e+06, 2.75099e+06
100000, 537.626, 0.404263, 1.88452e-05, 3.00337e+06, 2.75601e+06
100000, 540.909, 0.401781, 1.89806e-05, 3.00993e+06, 2.76103e+06
100000, 544.192, 0.399329, 1.9116e-05, 3.01648e+06, 2.76606e+06
100000, 547.475, 0.396907, 1.92515e-05, 3.02304e+06, 2.7711e+06
100000, 550.758, 0.394516, 1.93871e-05, 3.02961e+06, 2.77614e+06
100000, 554.04, 0.392153, 1.95227e-05, 3.03618e+06, 2.78118e+06
100000, 557.323, 0.389819, 1.96583e-05, 3.04276e+06, 2.78623e+06
100000, 560.606, 0.387513, 1.9794e-05, 3.04934e+06, 2.79129e+06
100000, 563.889, 0.385234, 1.99297e-05, 3.05593e+06, 2.79635e+06
100000, 567.172, 0.382983, 2.00655e-05, 3.06252e+06, 2.80141e+06
100000, 570.455, 0.380758, 2.02013e-05, 3.06912e+06, 2.80648e+06
100000, 573.737, 0.378559, 2.03371e-05, 3.07572e+06, 2.81156e+06
100000, 577.02, 0.376386, 2.0473e-05, 3.08233e+06, 2.81665e+06
100000, 580.303, 0.374237, 2.06089e-05, 3.08895e+06, 2.82174e+06
100000, 583.586, 0.372114, 2.07448e-05, 3.09557e+06, 2.82683e+06
100000, 586.869, 0.370015, 2.08807e-05, 3.10219e+06, 2.83193e+06
100000, 590.152, 0.367939, 2.10167e-05, 3.10882e+06, 2.83704e+06
100000, 593.434, 0.365887, 2.11526e-05, 3.11546e+06, 2.84215e+06
100000, 596.717, 0.363858, 2.12886e-05, 3.12211e+06, 2.84727e+06
100000, 600, 0.361852, 2.14246e-05, 3.12875e+06, 2.8524e+06
604040, 275, 1000.19, 0.00168099, 8368.56, 7764.63
604040, 278.283, 1000.21, 0.00151112, 22177.9, 21574
604040, 281.566, 1000.07, 0.0013672, 35962.9, 35358.9
604040, 284.848, 999.771, 0.00124408, 49729.5, 49125.3
604040, 288.131, 999.338, 0.00113786, 63481.9, 62877.5
604040, 291.414, 998.779, 0.0010455, 77223.5, 76618.7
604040, 294.697, 998.103, 0.000964645, 90956.6, 90351.4
604040, 297.98, 997.318, 0.000893413, 104683, 104078
604040, 301.263, 996.43, 0.000830302, 118405, 117799
604040, 304.545, 995.446, 0.000774095, 132123, 131516
604040, 307.828, 994.37, 0.000723802, 145839, 145231
604040, 311.111, 993.208, 0.000678603, 159553, 158945
604040, 314.394, 991.963, 0.000637823, 173266, 172657
604040, 317.677, 990.639, 0.000600893, 186980, 186370
604040, 320.96, 989.24, 0.000567338, 200695, 200084
604040, 324.242, 987.768, 0.000536752, 214411, 213800
604040, 327.525, 986.227, 0.000508793, 228130, 227518
604040, 330.808, 984.618, 0.000483164, 241853, 241239
604040, 334.091, 982.943, 0.000459612, 255580, 254965
604040, 337.374, 981.206, 0.000437918, 269311, 268696
604040, 340.657, 979.407, 0.00041789, 283048, 282432
604040, 343.939, 977.548, 0.00039936, 296792, 296174
604040, 347.222, 975.631, 0.000382184, 310542, 309923
604040, 350.505, 973.658, 0.000366232, 324301, 323680
604040, 353.788, 971.629, 0.000351391, 338067, 337446
604040, 357.071, 969.546, 0.00033756, 351843, 351220
604040, 360.354, 967.409, 0.000324649, 365630, 365005
604040, 363.636, 965.221, 0.000312579, 379426, 378800
604040, 366.919, 962.98, 0.000301278, 393234, 392607
604040, 370.202, 960.69, 0.000290682, 407055, 406426
604040, 373.485, 958.349, 0.000280734, 420888, 420258
604040, 376.768, 955.959, 0.000271383, 434735, 434104
604040, 380.051, 953.519, 0.00026258, 448597, 447964
604040, 383.333, 951.032, 0.000254285, 462474, 461839
604040, 386.616, 948.497, 0.000246458, 476367, 475730
604040, 389.899, 945.913, 0.000239065, 490277, 489638
604040, 393.182, 943.283, 0.000232075, 504205, 503564
604040, 396.465, 940.605, 0.000225457, 518151, 517509
604040, 399.747, 937.88, 0.000219186, 532117, 531473
604040, 403.03, 935.107, 0.000213238, 546103, 545457
604040, 406.313, 932.288, 0.00020759, 560111, 559463
604040, 409.596, 929.421, 0.000202222, 574141, 573492
604040, 412.879, 926.507, 0.000197116, 588195, 587543
604040, 416.162, 923.545, 0.000192253, 602274, 601620
604040, 419.444, 920.535, 0.000187619, 616378, 615722
604040, 422.727, 917.477, 0.000183198, 630509, 629850
604040, 426.01, 914.37, 0.000178976, 644668, 644007
604040, 429.293, 911.214, 0.000174943, 658857, 658194
604040, 432.576, 3.18584, 1.42869e-05, 2.75725e+06, 2.56765e+06
604040, 435.859, 3.15537, 1.44281e-05, 2.76529e+06, 2.57386e+06
604040, 439.141, 3.12582, 1.45691e-05, 2.77319e+06, 2.57995e+06
604040, 442.424, 3.09711, 1.47099e-05, 2.78096e+06, 2.58593e+06
604040, 445.707, 3.06917, 1.48506e-05, 2.78864e+06, 2.59183e+06
604040, 448.99, 3.04194, 1.49911e-05, 2.79624e+06, 2.59767e+06
604040, 452.273, 3.01538, 1.51315e-05, 2.80377e+06, 2.60345e+06
604040, 455.556, 2.98944, 1.52717e-05, 2.81124e+06, 2.60918e+06
604040, 458.838, 2.96408, 1.54119e-05, 2.81865e+06, 2.61487e+06
604040, 462.121, 2.93929, 1.55519e-05, 2.82602e+06, 2.62051e+06
604040, 465.404, 2.91504, 1.56918e-05, 2.83334e+06, 2.62612e+06
604040, 468.687, 2.89129, 1.58317e-05, 2.84061e+06, 2.6317e+06
604040, 471.97, 2.86803, 1.59714e-05, 2.84785e+06, 2.63724e+06
604040, 475.253, 2.84524, 1.61111e-05, 2.85506e+06, 2.64276e+06
604040, 478.535, 2.8229, 1.62507e-05, 2.86223e+06, 2.64825e+06
604040, 481.818, 2.80099, 1.63902e-05, 2.86938e+06, 2.65372e+06
604040, 485.101, 2.77949, 1.65297e-05, 2.87649e+06, 2.65917e+06
604040, 488.384, 2.7584, 1.66691e-05, 2.88358e+06, 2.6646e+06
604040, 491.667, 2.73768, 1.68084e-05, 2.89065e+06, 2.67001e+06
604040, 494.949, 2.71734, 1.69477e-05, 2.89769e+06, 2.6754e+06
604040, 498.232, 2.69736, 1.70869e-05, 2.90472e+06, 2.68078e+06
604040, 501.515, 2.67772, 1.7226e-05, 2.91172e+06, 2.68614e+06
604040, 504.798, 2.65842, 1.73652e-05, 2.91871e+06, 2.69149e+06
604040, 508.081, 2.63944, 1.75042e-05, 2.92568e+06, 2.69683e+06
604040, 511.364, 2.62078, 1.76432e-05, 2.93264e+06, 2.70216e+06
604040, 514.646, 2.60241, 1.77822e-05, 2.93958e+06, 2.70747e+06
604040, 517.929, 2.58435, 1.79211e-05, 2.94651e+06, 2.71278e+06
604040, 521.212, 2.56657, 1.806e-05, 2.95343e+06, 2.71808e+06
604040, 524.495, 2.54906, 1.81989e-05, 2.96034e+06, 2.72337e+06
604040, 527.778, 2.53183, 1.83377e-05, 2.96724e+06, 2.72866e+06
604040, 531.061, 2.51486, 1.84764e-05, 2.97413e+06, 2.73394e+06
604040, 534.343, 2.49815, 1.86152e-05, 2.98101e+06, 2.73921e+06
604040, 537.626, 2.48168, 1.87539e-05, 2.98788e+06, 2.74448e+06
604040, 540.909, 2.46545, 1.88925e-05, 2.99475e+06, 2.74975e+06
604040, 544.192, 2.44946, 1.90311e-05, 3.00161e+06, 2.75501e+06
604040, 547.475, 2.4337, 1.91697e-05, 3.00847e+06, 2.76027e+06
604040, 550.758, 2.41816, 1.93082e-05, 3.01532e+06, 2.76552e+06
604040, 554.04, 2.40284, 1.94467e-05, 3.02216e+06, 2.77078e+06
604040, 557.323, 2.38773, 1.95852e-05, 3.02901e+06, 2.77603e+06
604040, 560.606, 2.37283, 1.97236e-05, 3.03585e+06, 2.78128e+06
604040, 563.889, 2.35813, 1.98619e-05, 3.04268e+06, 2.78653e+06
604040, 567.172, 2.34363, 2.00003e-05, 3.04952e+06, 2.79178e+06
604040, 570.455, 2.32932, 2.01386e-05, 3.05635e+06, 2.79703e+06
604040, 573.737, 2.31521, 2.02768e-05, 3.06318e+06, 2.80228e+06
604040, 577.02, 2.30127, 2.04151e-05, 3.07001e+06, 2.80753e+06
604040, 580.303, 2.28752, 2.05532e-05, 3.07684e+06, 2.81278e+06
604040, 583.586, 2.27394, 2.06914e-05, 3.08367e+06, 2.81803e+06
604040, 586.869, 2.26053, 2.08295e-05, 3.09049e+06, 2.82328e+06
604040, 590.152, 2.2473, 2.09675e-05, 3.09732e+06, 2.82854e+06
604040, 593.434, 2.23423, 2.11055e-05, 3.10415e+06, 2.83379e+06
604040, 596.717, 2.22132, 2.12435e-05, 3.11098e+06, 2.83905e+06
604040, 600, 2.20857, 2.13814e-05, 3.11781e+06, 2.84431e+06
1.10808e+06, 275, 1000.44, 0.00168004, 8876.91, 7769.33
1.10808e+06, 278.283, 1000.46, 0.00151041, 22678.9, 21571.3
1.10808e+06, 281.566, 1000.31, 0.00136667, 36457.1, 35349.4
1.10808e+06, 284.848, 1000.01, 0.0012437, 50217.5, 49109.4
1.10808e+06, 288.131, 999.573, 0.00113758, 63964.2, 62855.6
1.10808e+06, 291.414, 999.011, 0.00104531, 77700.3, 76591.1
1.10808e+06, 294.697, 998.332, 0.000964521, 91428.3, 90318.3
1.10808e+06, 297.98, 997.545, 0.000893342, 105150, 104039
1.10808e+06, 301.263, 996.655, 0.000830272, 118867, 117755
1.10808e+06, 304.545, 995.669, 0.000774099, 132581, 131468
1.10808e+06, 307.828, 994.592, 0.000723832, 146292, 145178
1.10808e+06, 311.111, 993.429, 0.000678656, 160002, 158886
1.10808e+06, 314.394, 992.183, 0.000637893, 173711, 172594
1.10808e+06, 317.677, 990.859, 0.000600977, 187421, 186303
1.10808e+06, 320.96, 989.459, 0.000567433, 201132, 200012
1.10808e+06, 324.242, 987.987, 0.000536857, 214845, 213723
1.10808e+06, 327.525, 986.446, 0.000508904, 228560, 227437
1.10808e+06, 330.808, 984.837, 0.000483282, 242279, 241154
1.10808e+06, 334.091, 983.163, 0.000459735, 256002, 254875
1.10808e+06, 337.374, 981.426, 0.000438044, 269730, 268601
1.10808e+06, 340.657, 979.628, 0.000418018, 283463, 282332
1.10808e+06, 343.939, 977.77, 0.000399492, 297203, 296070
1.10808e+06, 347.222, 975.854, 0.000382317, 310950, 309814
1.10808e+06, 350.505, 973.882, 0.000366367, 324705, 323567
1.10808e+06, 353.788, 971.854, 0.000351526, 338468, 337328
1.10808e+06, 357.071, 969.772, 0.000337696, 352240, 351098
1.10808e+06, 360.354, 967.638, 0.000324785, 366023, 364878
1.10808e+06, 363.636, 965.451, 0.000312715, 379816, 378668
1.10808e+06, 366.919, 963.212, 0.000301414, 393620, 392470
1.10808e+06, 370.202, 960.923, 0.000290818, 407437, 406284
1.10808e+06, 373.485, 958.585, 0.00028087, 421267, 420111
1.10808e+06, 376.768, 956.197, 0.000271518, 435110, 433951
1.10808e+06, 380.051, 953.76, 0.000262715, 448968, 447806
1.10808e+06, 383.333, 951.275, 0.00025442, 462841, 461676
1.10808e+06, 386.616, 948.742, 0.000246593, 476730, 475562
1.10808e+06, 389.899, 946.162, 0.000239199, 490635, 489464
1.10808e+06, 393.182, 943.534, 0.000232208, 504559, 503384
1.10808e+06, 396.465, 940.86, 0.00022559, 518501, 517323
1.10808e+06, 399.747, 938.138, 0.000219319, 532463, 531281
1.10808e+06, 403.03, 935.369, 0.00021337, 546444, 545260
1.10808e+06, 406.313, 932.553, 0.000207721, 560448, 559260
1.10808e+06, 409.596, 929.69, 0.000202353, 574473, 573282
1.10808e+06, 412.879, 926.779, 0.000197246, 588522, 587327
1.10808e+06, 416.162, 923.821, 0.000192383, 602596, 601396
1.10808e+06, 419.444, 920.816, 0.000187748, 616695, 615492
1.10808e+06, 422.727, 917.762, 0.000183326, 630821, 629613
1.10808e+06, 426.01, 914.66, 0.000179105, 644974, 643763
1.10808e+06, 429.293, 911.509, 0.000175071, 659157, 657942
1.10808e+06, 432.576, 908.308, 0.000171212, 673371, 672151
1.10808e+06, 435.859, 905.057, 0.000167519, 687616, 686392
1.10808e+06, 439.141, 901.756, 0.00016398, 701895, 700667
1.10808e+06, 442.424, 898.403, 0.000160587, 716209, 714976
1.10808e+06, 445.707, 894.997, 0.00015733, 730560, 729322
1.10808e+06, 448.99, 891.538, 0.000154202, 744949, 743706
1.10808e+06, 452.273, 888.024, 0.000151195, 759378, 758130
1.10808e+06, 455.556, 884.455, 0.000148301, 773849, 772596
1.10808e+06, 458.838, 5.65244, 1.51932e-05, 2.7845e+06, 2.58846e+06
1.10808e+06, 462.121, 5.59567, 1.53413e-05, 2.79335e+06, 2.59533e+06
1.10808e+06, 465.404, 5.54093, 1.5489e-05, 2.802e+06, 2.60202e+06
1.10808e+06, 468.687, 5.48797, 1.56362e-05, 2.81047e+06, 2.60856e+06
1.10808e+06, 471.97, 5.43664, 1.57831e-05, 2.8188e+06, 2.61498e+06
1.10808e+06, 475.253, 5.38678, 1.59295e-05, 2.82702e+06, 2.62131e+06
1.10808e+06, 478.535, 5.3383, 1.60757e-05, 2.83513e+06, 2.62756e+06
1.10808e+06, 481.818, 5.29109, 1.62215e-05, 2.84316e+06, 2.63373e+06
1.10808e+06, 485.101, 5.24509, 1.6367e-05, 2.8511e+06, 2.63984e+06
1.10808e+06, 488.384, 5.20021, 1.65122e-05, 2.85898e+06, 2.64589e+06
1.10808e+06, 491.667, 5.15641, 1.66571e-05, 2.86679e+06, 2.65189e+06
1.10808e+06, 494.949, 5.11362, 1.68018e-05, 2.87453e+06, 2.65784e+06
1.10808e+06, 498.232, 5.07179, 1.69462e-05, 2.88223e+06, 2.66375e+06
1.10808e+06, 501.515, 5.03089, 1.70904e-05, 2.88987e+06, 2.66961e+06
1.10808e+06, 504.798, 4.99086, 1.72344e-05, 2.89746e+06, 2.67544e+06
1.10808e+06, 508.081, 4.95168, 1.73781e-05, 2.90501e+06, 2.68123e+06
1.10808e+06, 511.364, 4.91329, 1.75217e-05, 2.91252e+06, 2.68699e+06
1.10808e+06, 514.646, 4.87568, 1.7665e-05, 2.91999e+06, 2.69272e+06
1.10808e+06, 517.929, 4.83881, 1.78082e-05, 2.92742e+06, 2.69842e+06
1.10808e+06, 521.212, 4.80264, 1.79511e-05, 2.93482e+06, 2.7041e+06
1.10808e+06, 524.495, 4.76716, 1.80939e-05, 2.94219e+06, 2.70975e+06
1.10808e+06, 527.778, 4.73234, 1.82365e-05, 2.94953e+06, 2.71538e+06
1.10808e+06, 531.061, 4.69815, 1.8379e-05, 2.95684e+06, 2.72099e+06
1.10808e+06, 534.343, 4.66457, 1.85213e-05, 2.96413e+06, 2.72658e+06
1.10808e+06, 537.626, 4.63159, 1.86634e-05, 2.97139e+06, 2.73215e+06
1.10808e+06, 540.909, 4.59917, 1.88054e-05, 2.97863e+06, 2.7377e+06
1.10808e+06, 544.192, 4.5673, 1.89473e-05, 2.98585e+06, 2.74324e+06
1.10808e+06, 547.475, 4.53596, 1.9089e-05, 2.99306e+06, 2.74877e+06
1.10808e+06, 550.758, 4.50514, 1.92306e-05, 3.00024e+06, 2.75428e+06
1.10808e+06, 554.04, 4.47481, 1.9372e-05, 3.0074e+06, 2.75978e+06
1.10808e+06, 557.323, 4.44497, 1.95133e-05, 3.01456e+06, 2.76527e+06
1.10808e+06, 560.606, 4.4156, 1.96545e-05, 3.02169e+06, 2.77075e+06
1.10808e+06, 563.889, 4.38669, 1.97956e-05, 3.02881e+06, 2.77621e+06
1.10808e+06, 567.172, 4.35821, 1.99365e-05, 3.03593e+06, 2.78167e+06
1.10808e+06, 570.455, 4.33017, 2.00774e-05, 3.04302e+06, 2.78713e+06
1.10808e+06, 573.737, 4.30254, 2.02181e-05, 3.05011e+06, 2.79257e+06
1.10808e+06, 577.02, 4.27532, 2.03587e-05, 3.05719e+06, 2.79801e+06
1.10808e+06, 580.303, 4.2485, 2.04991e-05, 3.06426e+06, 2.80344e+06
1.10808e+06, 583.586, 4.22206, 2.06395e-05, 3.07132e+06, 2.80887e+06
1.10808e+06, 586.869, 4.19599, 2.07798e-05, 3.07838e+06, 2.8143e+06
1.10808e+06, 590.152, 4.17029, 2.092e-05, 3.08542e+06, 2.81972e+06
1.10808e+06, 593.434, 4.14495, 2.106e-05, 3.09246e+06, 2.82513e+06
1.10808e+06, 596.717, 4.11995, 2.12e-05, 3.0995e+06, 2.83054e+06
1.10808e+06, 600, 4.09529, 2.13398e-05, 3.10653e+06, 2.83595e+06
1.61212e+06, 275, 1000.7, 0.00167909, 9384.9, 7773.9
1.61212e+06, 278.283, 1000.71, 0.00150971, 23179.5, 21568.5
1.61212e+06, 281.566, 1000.55, 0.00136615, 36951.1, 35339.8
1.61212e+06, 284.848, 1000.25, 0.00124331, 50705.2, 49093.5
1.61212e+06, 288.131, 999.808, 0.00113731, 64446.1, 62833.7
1.61212e+06, 291.414, 999.243, 0.00104512, 78176.8, 76563.5
1.61212e+06, 294.697, 998.561, 0.000964398, 91899.7, 90285.2
1.61212e+06, 297.98, 997.771, 0.000893271, 105617, 104001
1.61212e+06, 301.263, 996.879, 0.000830244, 119329, 117712
1.61212e+06, 304.545, 995.892, 0.000774104, 133038, 131419
1.61212e+06, 307.828, 994.813, 0.000723864, 146745, 145125
1.61212e+06, 311.111, 993.649, 0.000678708, 160451, 158828
1.61212e+06, 314.394, 992.403, 0.000637963, 174156, 172532
1.61212e+06, 317.677, 991.078, 0.000601061, 187862, 186235
1.61212e+06, 320.96, 989.678, 0.000567528, 201569, 199940
1.61212e+06, 324.242, 988.206, 0.000536961, 215278, 213646
1.61212e+06, 327.525, 986.664, 0.000509016, 228989, 227356
1.61212e+06, 330.808, 985.056, 0.000483399, 242705, 241068
1.61212e+06, 334.091, 983.382, 0.000459857, 256424, 254785
1.61212e+06, 337.374, 981.646, 0.00043817, 270148, 268506
1.61212e+06, 340.657, 979.848, 0.000418147, 283878, 282233
1.61212e+06, 343.939, 977.991, 0.000399623, 297614, 295966
1.61212e+06, 347.222, 976.077, 0.00038245, 311358, 309706
1.61212e+06, 350.505, 974.105, 0.000366501, 325109, 323454
1.61212e+06, 353.788, 972.079, 0.000351662, 338868, 337210
1.61212e+06, 357.071, 969.999, 0.000337832, 352637, 350975
1.61212e+06, 360.354, 967.866, 0.000324921, 366416, 364750
1.61212e+06, 363.636, 965.68, 0.000312851, 380205, 378536
1.61212e+06, 366.919, 963.444, 0.00030155, 394006, 392333
1.61212e+06, 370.202, 961.157, 0.000290955, 407819, 406142
1.61212e+06, 373.485, 958.82, 0.000281006, 421645, 419964
1.61212e+06, 376.768, 956.435, 0.000271654, 435484, 433799
1.61212e+06, 380.051, 954, 0.000262851, 449338, 447648
1.61212e+06, 383.333, 951.518, 0.000254554, 463207, 461513
1.61212e+06, 386.616, 948.988, 0.000246727, 477092, 475393
1.61212e+06, 389.899, 946.41, 0.000239333, 490994, 489291
1.61212e+06, 393.182, 943.786, 0.000232341, 504913, 503205
1.61212e+06, 396.465, 941.114, 0.000225723, 518851, 517138
1.61212e+06, 399.747, 938.395, 0.000219451, 532808, 531091
1.61212e+06, 403.03, 935.63, 0.000213501, 546786, 545063
1.61212e+06, 406.313, 932.817, 0.000207852, 560785, 559056
1.61212e+06, 409.596, 929.958, 0.000202483, 574806, 573072
1.61212e+06, 412.879, 927.052, 0.000197376, 588850, 587111
1.61212e+06, 416.162, 924.098, 0.000192512, 602918, 601174
1.61212e+06, 419.444, 921.097, 0.000187877, 617012, 615262
1.61212e+06, 422.727, 918.047, 0.000183455, 631133, 629377
1.61212e+06, 426.01, 914.95, 0.000179233, 645281, 643519
1.61212e+06, 429.293, 911.803, 0.000175199, 659459, 657691
1.61212e+06, 432.576, 908.608, 0.00017134, 673666, 671892
1.61212e+06, 435.859, 905.362, 0.000167646, 687906, 686125
1.61212e+06, 439.141, 902.066, 0.000164107, 702179, 700392
1.61212e+06, 442.424, 898.719, 0.000160714, 716486, 714693
1.61212e+06, 445.707, 895.319, 0.000157457, 730830, 729030
1.61212e+06, 448.99, 891.866, 0.000154329, 745212, 743405
1.61212e+06, 452.273, 888.359, 0.000151322, 759634, 757820
1.61212e+06, 455.556, 884.797, 0.000148428, 774098, 772276
1.61212e+06, 458.838, 881.179, 0.000145642, 788605, 786776
1.61212e+06, 462.121, 877.503, 0.000142957, 803158, 801321
1.61212e+06, 465.404, 873.768, 0.000140367, 817760, 815915
1.61212e+06, 468.687, 869.972, 0.000137867, 832411, 830558
1.61212e+06, 471.97, 866.114, 0.000135451, 847116, 845255
1.61212e+06, 475.253, 8.13145, 1.57427e-05, 2.79418e+06, 2.59592e+06
1.61212e+06, 478.535, 8.04425, 1.58962e-05, 2.80386e+06, 2.60346e+06
1.61212e+06, 481.818, 7.96067, 1.6049e-05, 2.81325e+06, 2.61074e+06
1.61212e+06, 485.101, 7.88023, 1.62011e-05, 2.8224e+06, 2.61783e+06
1.61212e+06, 488.384, 7.8026, 1.63527e-05, 2.83137e+06, 2.62476e+06
1.61212e+06, 491.667, 7.7275, 1.65037e-05, 2.84017e+06, 2.63155e+06
1.61212e+06, 494.949, 7.65472, 1.66542e-05, 2.84884e+06, 2.63824e+06
1.61212e+06, 498.232, 7.58408, 1.68042e-05, 2.85739e+06, 2.64483e+06
1.61212e+06, 501.515, 7.51543, 1.69537e-05, 2.86584e+06, 2.65133e+06
1.61212e+06, 504.798, 7.44865, 1.71028e-05, 2.87419e+06, 2.65776e+06
1.61212e+06, 508.081, 7.38363, 1.72515e-05, 2.88245e+06, 2.66411e+06
1.61212e+06, 511.364, 7.32026, 1.73998e-05, 2.89063e+06, 2.67041e+06
1.61212e+06, 514.646, 7.25845, 1.75477e-05, 2.89874e+06, 2.67664e+06
1.61212e+06, 517.929, 7.19813, 1.76953e-05, 2.90678e+06, 2.68282e+06
1.61212e+06, 521.212, 7.13922, 1.78425e-05, 2.91476e+06, 2.68895e+06
