disp_i,disp_j,disp_k,id,pressure,temperature,x,y,z
-0.00063953485835189,-0.46066499279194,-1.2644029478226,91,21493777.009654,475.36519579769,1949.8,1715.9,-609.63
-0.00065290757219685,-0.45809210681779,-1.2750901501249,90,21329247.820613,473.81324919985,1950.5,1716,-587.74
-0.00066820078575749,-0.45520184612081,-1.2872930718684,89,21141404.904606,472.04094087319,1951.2,1716.3,-562.75
-0.00068344171355857,-0.45228624560993,-1.2994900891806,88,20953678.38138,470.26968650494,1952,1716.5,-537.77
-0.00069876677006652,-0.44936868289177,-1.311691977932,87,20765841.824793,468.4971087253,1952.6,1716.7,-512.78
-0.00071409561148559,-0.44642422713989,-1.3238976143918,86,20577944.792341,466.72388998057,1953.2,1716.8,-487.78
-0.00072945610559787,-0.44348057246977,-1.3360983705201,85,20390107.55838,464.95106471049,1953.7,1716.9,-462.79
-0.00074486230339473,-0.44053534209036,-1.3483040000477,84,20202176.715651,463.17722760385,1954.1,1717,-437.79
-0.00076011485896144,-0.437639449737,-1.3605075312032,83,20014411.570158,461.40459820835,1954.8,1717.3,-412.8
-0.00077502489805955,-0.43472173769411,-1.3726957695959,82,19827100.947078,459.63588986956,1956.2,1717.5,-387.84
-0.00078980779589959,-0.43185336235925,-1.3848771122528,81,19640025.718902,457.86874259219,1957.8,1717.9,-362.9
-0.00080463075988453,-0.42895851764917,-1.3970621616946,80,19452877.455496,456.10061571076,1959.3,1718.2,-337.95
-0.00081965714906701,-0.42598849041604,-1.4092577602276,79,19265408.24523,454.32960743059,1960.4,1718.2,-312.97
-0.0008347861207363,-0.42290207288738,-1.4214466245931,78,19077905.468994,452.55855158791,1961.3,1717.7,-287.99
-0.00085473164099288,-0.4198992363223,-1.4321334096388,77,18903780.248938,450.79982262284,1962,1716.9,-263.02
-0.00087790535027126,-0.41697527729348,-1.4418266771356,76,18738482.78781,449.04790206165,1962.5,1716,-238.04
-0.00090097996976177,-0.41407744424615,-1.4515211018783,75,18573307.157442,447.29606645757,1963.1,1715.2,-213.06
