disp_i,disp_j,disp_k,id,pressure,temperature,x,y,z
-0.00020467780815492,-0.56415313637341,-1.0777128584582,133,23799516.952341,500.18643944972,2330.4,1927.1,-946.48
-0.00020487632205698,-0.56364710600747,-1.0787238220432,132,23785690.156288,500.04681144817,2325.9,1926.2,-944.74
-0.00020587218636139,-0.56111247628786,-1.0839319049325,131,23714497.90895,499.32874374975,2303,1921.8,-935.78
-0.00020685297908465,-0.55862717789679,-1.0892003794897,130,23642513.911094,498.60351830413,2280,1917.6,-926.72
-0.00020782301537257,-0.55624462942154,-1.0943065596919,129,23572721.76627,497.89907780463,2257,1913.6,-917.94
-0.00020876493188166,-0.5540115242688,-1.0995300321907,128,23501423.025331,497.18032796796,2233.9,1910.2,-908.97
-0.00020964357426538,-0.55189879450844,-1.105224511586,127,23423923.949198,496.40444897168,2211,1907.6,-899.21
-0.00021045481341307,-0.5498725409823,-1.1114066076749,126,23339997.068513,495.56988371922,2188.4,1905.7,-888.63
-0.0002112328938699,-0.54794254060927,-1.1176747955257,125,23254970.971256,494.72586447117,2165.9,1904.2,-877.91
-0.00021197808529904,-0.5461288819189,-1.1240594767251,124,23168447.057772,493.86834761411,2143.4,1903.2,-867
-0.00021270481171429,-0.5444206775471,-1.1303652315218,123,23083016.820822,493.02155900136,2120.9,1902.5,-856.23
-0.00021344330931395,-0.54267349863905,-1.1364861725056,122,23000017.463971,492.19808273508,2098.2,1901.5,-845.77
-0.00021419165884706,-0.54085736700805,-1.1424329202054,121,22919298.86358,491.39687695012,2075.4,1900.1,-835.6
-0.00021495300633387,-0.53894540610649,-1.1482043689563,120,22840863.024779,490.6180344089,2052.5,1898.2,-825.72
-0.00021570496623387,-0.53701438283167,-1.153951215971,119,22762745.776782,489.84317622261,2029.6,1896.2,-815.88
-0.00021640287742986,-0.53508252560635,-1.1600644572604,118,22679779.15,489.02502876349,2007,1894.5,-805.42
-0.00021635456825797,-0.53314375205165,-1.1665677316454,117,22591573.218181,488.15532604997,1984.6,1893.1,-794.3
-0.00021597870501325,-0.53113251828895,-1.1732691458372,116,22500693.211921,487.26128435001,1962.5,1891.6,-782.84
-0.00021560278194605,-0.52909673244592,-1.1799694117214,115,22409817.078775,486.36851406261,1940.3,1890,-771.38
-0.00021522663766805,-0.52711204462511,-1.1865827824487,114,22320120.774891,485.48783074221,1918.1,1888.5,-760.07
-0.00021486190489738,-0.52511483525841,-1.1930298426124,113,22232619.556707,484.62832802189,1895.7,1886.8,-749.04
-0.00021452276358541,-0.52305218297948,-1.1991900907939,112,22148886.847178,483.80470814344,1873.1,1884.6,-738.49
-0.00021420383594507,-0.52093956941349,-1.2051173002215,111,22068219.718588,483.01060090377,1850.4,1882,-728.33
-0.00021390303231818,-0.51869201388022,-1.2109439758882,110,21988829.898841,482.23033775339,1827.8,1878.8,-718.33
-0.00021361463023379,-0.51628871437703,-1.2167638130999,109,21909458.632071,481.45211872434,1805.2,1875,-708.33
-0.00021333055278799,-0.51380994747344,-1.2225859330703,108,21830020.964447,480.67481581218,1782.6,1870.9,-698.32
-0.00021293245856529,-0.51145622887694,-1.2276401701071,107,21752180.079908,479.92799946168,1759.9,1866.9,-688.68
-0.00021245738413339,-0.5091978498757,-1.2320858263954,106,21677234.164991,479.21699085143,1737,1862.9,-679.51
-0.0002119575660766,-0.50707082733277,-1.2364622590114,105,21603491.357294,478.51657860592,1714,1859.3,-670.49
-0.00021139844549647,-0.50505828141055,-1.2410311443871,104,21526680.66994,477.78935269628,1691,1856.3,-661.09
-0.00021076441331416,-0.50331601210505,-1.2458042384757,103,21446714.671404,477.03422169002,1668.1,1854.5,-651.3
-0.0002100633768403,-0.50179791425282,-1.2507451873265,102,21364157.878937,476.25618091963,1645.2,1853.7,-641.19
-0.00020933998853457,-0.50028497044937,-1.2556714223947,101,21281852.07728,475.48121451621,1622.3,1852.9,-631.11
-0.00020859092729516,-0.4988307048557,-1.2605803368355,100,21199878.488012,474.71006165393,1599.5,1852.3,-621.07
-0.00020699995702541,-0.49748674066639,-1.2655732247236,99,21116628.049692,473.92846039799,1576.6,1852.2,-610.87
-0.00020503184585743,-0.49613642898511,-1.2706895822164,98,21031389.503001,473.13108178881,1553.9,1852.2,-600.42
-0.00020307747862604,-0.49470714092493,-1.2760054410571,97,20942869.48743,472.3065852069,1531.4,1852.1,-589.56
-0.0002011152369334,-0.49309945430767,-1.2818975569292,96,20844883.482279,471.40197454052,1509.5,1851.9,-577.52
-0.00019914760857655,-0.49137411673987,-1.2883340125255,95,20737992.652512,470.42205530638,1488.2,1851.8,-564.37
-0.00019719726384597,-0.48960203516,-1.2950456977516,94,20626619.403048,469.40501091007,1467.3,1851.8,-550.66
-0.00019528720657062,-0.48783684030159,-1.3016339157606,93,20517270.039498,468.40662849256,1446.3,1851.7,-537.2
-0.00019343413683801,-0.48610632826654,-1.3077036224247,92,20416366.796507,467.48174877644,1424.6,1851.2,-524.79
-0.00019166125471509,-0.4843660576303,-1.3130395171411,91,20327374.821677,466.66056489926,1402.1,1849.9,-513.86
-0.00018994951280666,-0.48248977764062,-1.3181258759552,90,20242350.211648,465.87535954634,1379.5,1847.8,-503.42
-0.00018828107177228,-0.48045664847114,-1.3231448467305,89,20158315.02493,465.1003075582,1356.9,1845,-493.1
-0.00018664808363246,-0.47834082360389,-1.3281097668549,88,20075102.190303,464.33365133949,1334.3,1841.8,-482.88
-0.00018504073932794,-0.47615200646931,-1.3331795844094,87,19990139.796657,463.55329125212,1311.9,1838.4,-472.44
-0.00018341523543711,-0.47392472924674,-1.3388019841551,86,19896179.465632,462.69628179519,1289.9,1835.4,-460.88
-0.00018179290486872,-0.47157672311473,-1.3450026040234,85,19792757.822745,461.75960323098,1268.6,1832.5,-448.14
-0.00018017942009002,-0.46901578028916,-1.3519452492741,84,19677155.154093,460.72057231861,1248.3,1829.5,-433.88
-0.00017858657433167,-0.46619839450477,-1.3597068282497,83,19548098.855555,459.56893720951,1229.3,1826.3,-417.94
-0.00017701744845817,-0.463251008562,-1.368283702394,82,19405749.902034,458.30610469608,1211.8,1823.4,-400.34
-0.0001754729838796,-0.46029199815089,-1.3775977847598,81,19251469.839699,456.94353566348,1195.8,1821.2,-381.25
-0.00017375190304133,-0.45763186402143,-1.3874773059751,80,19088308.94293,455.50716242745,1181.1,1820.8,-361.05
-0.00017141772773281,-0.45507936943795,-1.3979721185001,79,18915383.390559,453.99295377066,1168.3,1821.5,-339.62
-0.00016925294234542,-0.45244090191149,-1.4089734515735,78,18734238.813739,452.41141169322,1157.4,1822.4,-317.16
-0.00016724398047816,-0.44963440713446,-1.4203329614197,77,18547206.127234,450.78245840161,1148.1,1823,-293.96
-0.00016532526591465,-0.44675792412222,-1.4311441848337,76,18355540.653812,449.12548846946,1139.9,1823.2,-270.33
-0.00016341760468103,-0.44391689359829,-1.4404318252267,75,18160295.36097,447.45881696568,1132.2,1822.9,-246.57
-0.00016152857309425,-0.44098023606232,-1.4497295842827,74,17964739.300342,445.79034456141,1124.6,1822.2,-222.77
-0.0001597397542014,-0.43785591031915,-1.4591190762711,73,17767095.78203,444.10624312418,1117.9,1820.8,-198.71
