disp_i,disp_j,disp_k,id,pressure,temperature,x,y,z
-0.00023382431726033,-0.52951038263055,-1.0947248099249,105,23676476.351989,498.4660208608,2410,1822.8,-915.62
-0.00023375012580641,-0.52910894005846,-1.0964757071415,104,23653439.373193,498.24789363603,2410,1822.8,-912.63
-0.00023312979592414,-0.52575239681351,-1.1111153159758,103,23460822.493626,496.42408740885,2410,1822.8,-887.63
-0.00023250946604187,-0.52239585356857,-1.1257549248101,102,23268205.614059,494.60028118167,2410,1822.8,-862.63
-0.0002318891361596,-0.51903931032363,-1.1403945336443,101,23075588.734492,492.77647495448,2410,1822.8,-837.63
-0.00023126880627733,-0.51568276707869,-1.1550341424786,100,22882971.854926,490.9526687273,2410,1822.8,-812.63
-0.00023064847639507,-0.51232622383375,-1.1696737513129,99,22690354.975359,489.12886250011,2410,1822.8,-787.63
-0.0002300281465128,-0.50896968058881,-1.1843133601472,98,22497738.095792,487.30505627293,2410,1822.8,-762.63
-0.00022940781663053,-0.50561313734386,-1.1989529689815,97,22305121.216226,485.48125004575,2410,1822.8,-737.63
-0.00022878748674826,-0.50225659409892,-1.2135925778157,96,22112504.336659,483.65744381856,2410,1822.8,-712.63
-0.00022764757362306,-0.49894784902732,-1.2275787125188,95,21919347.082087,481.84066487663,2410,1822.8,-687.63
-0.00022510854638873,-0.49576781306943,-1.2398051967918,94,21724734.726134,480.04280874267,2410,1822.8,-662.63
-0.00022256951915441,-0.49258777711155,-1.2520316810647,93,21530122.370182,478.24495260871,2410,1822.8,-637.63
-0.00022003049192008,-0.48940774115366,-1.2642581653376,92,21335510.014229,476.44709647476,2410,1822.8,-612.63
-0.00021749146468576,-0.48622770519578,-1.2764846496106,91,21140897.658276,474.6492403408,2410,1822.8,-587.63
-0.00021495243745143,-0.4830476692379,-1.2887111338835,90,20946285.302323,472.85138420685,2410,1822.8,-562.63
-0.00021241341021711,-0.47986763328001,-1.3009376181564,89,20751672.946371,471.05352807289,2410,1822.8,-537.63
-0.00020987438298278,-0.47668759732213,-1.3131641024294,88,20557060.590418,469.25567193893,2410,1822.8,-512.63
-0.00020733535574846,-0.47350756136424,-1.3253905867023,87,20362448.234465,467.45781580498,2410,1822.8,-487.63
-0.00020479632851414,-0.47032752540636,-1.3376170709752,86,20167835.878513,465.65995967102,2410,1822.8,-462.63
-0.00020225730127981,-0.46714748944847,-1.3498435552482,85,19973223.52256,463.86210353707,2410,1822.8,-437.63
-0.00019971827404549,-0.46396745349059,-1.3620700395211,84,19778611.166607,462.06424740311,2410,1822.8,-412.63
-0.00019717924681116,-0.46078741753271,-1.374296523794,83,19583998.810655,460.26639126915,2410,1822.8,-387.63
-0.00019464021957684,-0.45760738157482,-1.386523008067,82,19389386.454702,458.4685351352,2410,1822.8,-362.63
-0.00019210119234251,-0.45442734561694,-1.3987494923399,81,19194774.098749,456.67067900124,2410,1822.8,-337.63
-0.00018956216510819,-0.45124730965905,-1.4109759766128,80,19000161.742797,454.87282286729,2410,1822.8,-312.63
-0.00018702313787386,-0.44806727370117,-1.4232024608858,79,18805549.386844,453.07496673333,2410,1822.8,-287.63
-0.0001852863415668,-0.44504855462863,-1.4339231992835,78,18612851.596562,451.28762468867,2410,1822.8,-262.63
-0.00018405217921091,-0.44213090787918,-1.4437005198037,77,18421353.368246,449.50687019638,2410,1822.8,-237.63
-0.00018281801685502,-0.43921326112973,-1.4534778403238,76,18229855.139929,447.72611570409,2410,1822.8,-212.63
-0.00018158385449913,-0.43629561438028,-1.463255160844,75,18038356.911613,445.94536121181,2410,1822.8,-187.63
-0.00018034969214323,-0.43337796763083,-1.4730324813641,74,17846858.683296,444.16460671952,2410,1822.8,-162.63
-0.00017911552978734,-0.43046032088138,-1.4828098018843,73,17655360.45498,442.38385222723,2410,1822.8,-137.63
-0.00017788136743145,-0.42754267413193,-1.4925871224044,72,17463862.226663,440.60309773494,2410,1822.8,-112.63
-0.00017664720507556,-0.42462502738248,-1.5023644429246,71,17272363.998347,438.82234324265,2410,1822.8,-87.63
-0.00017541304271967,-0.42170738063303,-1.5121417634447,70,17080865.77003,437.04158875036,2410,1822.8,-62.63
-0.00017417888036378,-0.41878973388358,-1.5219190839649,69,16889367.541714,435.26083425807,2410,1822.8,-37.63
-0.00017294471800789,-0.41587208713413,-1.531696404485,68,16697869.313397,433.48007976579,2410,1822.8,-12.63
-0.00017171055565199,-0.41295444038468,-1.5414737250052,67,16506371.085081,431.6993252735,2410,1822.8,12.37
-0.0001704763932961,-0.41003679363523,-1.5512510455253,66,16314872.856764,429.91857078121,2410,1822.8,37.37
-0.00016924223094021,-0.40711914688578,-1.5610283660455,65,16123374.628448,428.13781628892,2410,1822.8,62.37
-0.00016800806858432,-0.40420150013633,-1.5708056865656,64,15931876.400131,426.35706179663,2410,1822.8,87.37
-0.00016677390622843,-0.40128385338688,-1.5805830070858,63,15740378.171815,424.57630730434,2410,1822.8,112.37
-0.00016553974387254,-0.39836620663743,-1.5903603276059,62,15548879.943498,422.79555281206,2410,1822.8,137.37
-0.0001357119015362,-0.39581153221894,-1.5976467304958,61,15480259.713317,421.06039954812,2410,1822.8,162.37
-0.00010465537791577,-0.3932724548593,-1.6048260977095,60,15416919.597364,419.32720578628,2410,1822.8,187.37
-7.3598854295331e-05,-0.39073337749967,-1.6120054649232,59,15353579.481412,417.59401202444,2410,1822.8,212.37
-4.2542330674896e-05,-0.38819430014004,-1.6191848321369,58,15290239.36546,415.8608182626,2410,1822.8,237.37
-1.148580705446e-05,-0.38565522278041,-1.6263641993505,57,15226899.249507,414.12762450076,2410,1822.8,262.37
1.9570716565974e-05,-0.38311614542078,-1.6335435665642,56,15163559.133555,412.39443073891,2410,1822.8,287.37
5.062724018641e-05,-0.38057706806115,-1.6407229337779,55,15100219.017603,410.66123697707,2410,1822.8,312.37
8.1683763806845e-05,-0.37803799070152,-1.6479023009916,54,15036878.90165,408.92804321523,2410,1822.8,337.37
0.00011274028742728,-0.37549891334189,-1.6550816682053,53,14973538.785698,407.19484945339,2410,1822.8,362.37
0.00014379681104772,-0.37295983598225,-1.6622610354189,52,14910198.669746,405.46165569155,2410,1822.8,387.37
0.00017485333466815,-0.37042075862262,-1.6694404026326,51,14846858.553793,403.72846192971,2410,1822.8,412.37
0.00020590985828859,-0.36788168126299,-1.6766197698463,50,14783518.437841,401.99526816787,2410,1822.8,437.37
0.00023696638190902,-0.36534260390336,-1.68379913706,49,14720178.321889,400.26207440603,2410,1822.8,462.37
0.00026802290552946,-0.36280352654373,-1.6909785042736,48,14656838.205936,398.52888064419,2410,1822.8,487.37
0.00029907942914989,-0.3602644491841,-1.6981578714873,47,14593498.089984,396.79568688235,2410,1822.8,512.37
0.00033013595277033,-0.35772537182447,-1.705337238701,46,14530157.974032,395.0624931205,2410,1822.8,537.37
0.00034168312829549,-0.35535307445363,-1.7117398625995,45,14370625.191162,393.30917326497,2410,1822.8,562.37
0.00030830983654187,-0.35336478965936,-1.7163540273193,44,13989607.839682,391.5095128793,2410,1822.8,587.37
0.00027493654478824,-0.35137650486509,-1.720968192039,43,13608590.488201,389.70985249363,2410,1822.8,612.37
0.00024156325303461,-0.34938822007081,-1.7255823567588,42,13227573.136721,387.91019210796,2410,1822.8,637.37
0.00020818996128098,-0.34739993527654,-1.7301965214786,41,12846555.785241,386.11053172229,2410,1822.8,662.37
0.00017481666952735,-0.34541165048227,-1.7348106861983,40,12465538.433761,384.31087133662,2410,1822.8,687.37
0.00014144337777372,-0.343423365688,-1.7394248509181,39,12084521.082281,382.51121095096,2410,1822.8,712.37
0.0001080700860201,-0.34143508089373,-1.7440390156379,38,11703503.730801,380.71155056529,2410,1822.8,737.37
7.4696794266467e-05,-0.33944679609946,-1.7486531803576,37,11322486.379321,378.91189017962,2410,1822.8,762.37
4.1323502512838e-05,-0.33745851130519,-1.7532673450774,36,10941469.027841,377.11222979395,2410,1822.8,787.37
7.9502107592092e-06,-0.33547022651092,-1.7578815097971,35,10560451.676361,375.31256940828,2410,1822.8,812.37
-2.5423080994419e-05,-0.33348194171665,-1.7624956745169,34,10179434.32488,373.51290902261,2410,1822.8,837.37
-5.8796372748048e-05,-0.33149365692238,-1.7671098392367,33,9798416.9734004,371.71324863694,2410,1822.8,862.37
-9.2169664501676e-05,-0.32950537212811,-1.7717240039564,32,9417399.6219203,369.91358825127,2410,1822.8,887.37
-0.00012554295625531,-0.32751708733384,-1.7763381686762,31,9036382.2704402,368.11392786561,2410,1822.8,912.37
-0.00015891624800893,-0.32552880253957,-1.780952333396,30,8655364.9189601,366.31426747994,2410,1822.8,937.37
-0.00019228953976256,-0.3235405177453,-1.7855664981157,29,8274347.56748,364.51460709427,2410,1822.8,962.37
-0.00020307998511313,-0.3213106867828,-1.7913098079628,28,7984829.3479013,362.61289844756,2410,1822.8,987.37
-0.00020153854835244,-0.31894895398569,-1.7976697134483,27,7745276.3314575,360.6554640034,2410,1822.8,1012.37
-0.00019999711159176,-0.31658722118858,-1.8040296189338,26,7505723.3150137,358.69802955923,2410,1822.8,1037.37
-0.00019845567483107,-0.31422548839147,-1.8103895244194,25,7266170.2985698,356.74059511506,2410,1822.8,1062.37
-0.00019691423807038,-0.31186375559437,-1.8167494299049,24,7026617.282126,354.7831606709,2410,1822.8,1087.37
-0.00019537280130969,-0.30950202279726,-1.8231093353905,23,6787064.2656821,352.82572622673,2410,1822.8,1112.37
-0.00019383136454901,-0.30714029000015,-1.829469240876,22,6547511.2492383,350.86829178256,2410,1822.8,1137.37
-0.00019228992778832,-0.30477855720304,-1.8358291463615,21,6307958.2327945,348.9108573384,2410,1822.8,1162.37
-0.00019074849102763,-0.30241682440594,-1.8421890518471,20,6068405.2163506,346.95342289423,2410,1822.8,1187.37
-0.00018920705426694,-0.30005509160883,-1.8485489573326,19,5828852.1999068,344.99598845006,2410,1822.8,1212.37
-0.00018766561750626,-0.29769335881172,-1.8549088628181,18,5589299.183463,343.0385540059,2410,1822.8,1237.37
-0.00018612418074557,-0.29533162601461,-1.8612687683037,17,5349746.1670191,341.08111956173,2410,1822.8,1262.37
-0.00018458274398488,-0.29296989321751,-1.8676286737892,16,5110193.1505753,339.12368511756,2410,1822.8,1287.37
-0.00018304130722419,-0.2906081604204,-1.8739885792747,15,4870640.1341315,337.1662506734,2410,1822.8,1312.37
-0.00018149987046351,-0.28824642762329,-1.8803484847603,14,4631087.1176876,335.20881622923,2410,1822.8,1337.37
-0.00017995843370282,-0.28588469482618,-1.8867083902458,13,4391534.1012438,333.25138178506,2410,1822.8,1362.37
-0.00017841699694213,-0.28352296202907,-1.8930682957313,12,4151981.0847999,331.2939473409,2410,1822.8,1387.37
-0.00018196548536781,-0.28203033948157,-1.8945529048205,11,3908950.6818688,329.35597014563,2410,1822.8,1412.37
-0.00018556123591674,-0.2805457869929,-1.8959922447062,10,3665887.989923,327.41817361922,2410,1822.8,1437.37
-0.00018915698646566,-0.27906123450423,-1.8974315845919,9,3422825.2979773,325.4803770928,2410,1822.8,1462.37
-0.00019275273701459,-0.27757668201556,-1.8988709244776,8,3179762.6060315,323.54258056638,2410,1822.8,1487.37
-0.00019634848756352,-0.27609212952689,-1.9003102643633,7,2936699.9140857,321.60478403996,2410,1822.8,1512.37
-0.00019994423811245,-0.27460757703822,-1.901749604249,6,2693637.22214,319.66698751355,2410,1822.8,1537.37
-0.00020353998866137,-0.27312302454956,-1.9031889441346,5,2450574.5301942,317.72919098713,2410,1822.8,1562.37
-0.0002071357392103,-0.27163847206089,-1.9046282840203,4,2207511.8382484,315.79139446071,2410,1822.8,1587.37
-0.00021073148975923,-0.27015391957222,-1.906067623906,3,1964449.1463027,313.8535979343,2410,1822.8,1612.37
-0.00021432724030815,-0.26866936708355,-1.9075069637917,2,1721386.4543569,311.91580140788,2410,1822.8,1637.37
-0.00021792299085708,-0.26718481459488,-1.9089463036774,1,1478323.7624111,309.97800488146,2410,1822.8,1662.37
-0.00022151874140601,-0.26570026210621,-1.9103856435631,0,1235261.0704654,308.04020835504,2410,1822.8,1687.37
