disp_i,disp_j,disp_k,id,pressure,temperature,x,y,z
-0.00055824140317315,-0.460883703183,-1.2644338357268,91,21423608.483622,475.30118282888,1949.8,1715.9,-609.63
-0.00056884251458794,-0.45831119968439,-1.2751229713495,90,21256793.847662,473.74774302734,1950.5,1716,-587.74
-0.00058096580668337,-0.45542142941331,-1.2873280996545,89,21066342.665479,471.97373098386,1951.2,1716.3,-562.75
-0.00059304779141262,-0.45250629412108,-1.2995273012641,88,20876002.303832,470.20076952906,1952,1716.5,-537.77
-0.00060519768888646,-0.44958919750998,-1.3117313909069,87,20685555.635061,468.42648714822,1952.6,1716.7,-512.78
-0.00061735122458867,-0.44664517916799,-1.3239392221098,86,20495044.985048,466.65156162745,1953.2,1716.8,-487.78
-0.00062953047795973,-0.4437019619952,-1.3361421785472,85,20304597.159763,464.87703162152,1953.7,1716.9,-462.79
-0.00064174656481481,-0.44075716969016,-1.3483500178117,84,20114057.264257,463.10149079103,1954.1,1717,-437.79
-0.00065383850116626,-0.43786178527017,-1.3605557009181,83,19923668.634164,461.32714925402,1954.8,1717.3,-412.8
-0.00066565619238111,-0.43494455353398,-1.3727459626768,82,19733700.377639,459.5567081655,1956.2,1717.5,-387.84
-0.00067737148023894,-0.43207673121564,-1.3849292695069,81,19543954.17385,457.78782069009,1957.8,1717.9,-362.9
-0.00068911979843421,-0.42918240791145,-1.3971162816515,80,19354132.844609,456.01795247088,1959.3,1718.2,-337.95
-0.0007010328874181,-0.42621279379794,-1.4093139053049,79,19164003.225215,454.24521018826,1960.4,1718.2,-312.97
-0.00071303066206155,-0.42312659923455,-1.4215048276713,78,18973846.525307,452.47242372752,1961.3,1717.7,-287.99
-0.00072869376519857,-0.42012355433982,-1.4321972505444,77,18794025.745776,450.71073546928,1962,1716.9,-263.02
-0.00074681172904443,-0.41719912267736,-1.4418985621656,76,18620994.714639,448.95503317587,1962.5,1716,-238.04
-0.00076484726902357,-0.41430083456889,-1.4516010063048,75,18448061.875239,447.1994054483,1963.1,1715.2,-213.06
-0.00078295127359451,-0.41140450378095,-1.4613069279224,74,18275028.851587,445.44259264197,1963.5,1714.4,-188.07
-0.00080096573376802,-0.40853464780594,-1.471010163751,73,18102163.516611,443.68656473299,1964,1713.7,-163.09
-0.00081900837004723,-0.40568854546307,-1.4807184063948,72,17929222.420812,441.92948623343,1964.4,1713.1,-138.1
-0.00083690034054614,-0.40288868586288,-1.4904294720567,71,17756456.084289,440.17261698296,1965,1712.7,-113.11
-0.00085481357919571,-0.40011215433625,-1.5001417962962,70,17583683.642182,438.41541418482,1965.5,1712.4,-88.12
-0.00087289340726326,-0.39737892911508,-1.5098606591248,69,17410659.829497,436.65667805577,1965.7,1712.3,-63.12
-0.00089123008282608,-0.39468896519091,-1.5195822033303,68,17237318.276336,434.89692980632,1965.5,1712.4,-38.12
-0.00090957664051472,-0.39201986051299,-1.5293052965618,67,17063951.727243,433.13710713005,1965.3,1712.6,-13.12
-0.00092786087023877,-0.38934999243948,-1.5390285293825,66,16890657.95456,431.37750197063,1965.2,1712.8,11.88
-0.00094615160990926,-0.38667936788765,-1.5487518313853,65,16717352.841904,429.61790685478,1965.1,1713,36.88
-0.00096411034696776,-0.38405039136105,-1.5584747390679,64,16544530.333842,427.85966999455,1965.4,1713.4,61.87
-0.00098197322626398,-0.38141881346006,-1.5682017498794,63,16371786.297605,426.10093206637,1965.8,1713.8,86.87
-0.00099963881300672,-0.37870562705952,-1.5779187488984,62,16199402.575381,424.34359712964,1966.4,1713.8,111.86
-0.0010171705429524,-0.37603264754065,-1.5876390675709,61,16027208.657784,422.58628939853,1967.1,1714,136.85
-0.0011081622660592,-0.37380097005954,-1.5949372664668,60,15876000.130737,420.8444486717,1968,1714.6,161.82
-0.0012036166992169,-0.37159468511768,-1.6020644649609,59,15728238.441212,419.10840591393,1969.9,1715.2,186.75
-0.0012991580437126,-0.36939380534632,-1.6091690602338,58,15582779.441204,417.37950430399,1972.5,1715.8,211.6
